id,text,date,isheader,noadvert
00401830-44a6-5608-9f4a-16e1c304e371/a1,"36. Im St. Johanniter-Haus No. 1 sind grosse Stupfel zum einmachen zu haben, das 100 à 15 Batzen, sodann Kochrüben, das 100 zu 4 Batzen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a10,"95. Bey Mstr. Peter Rupp, Küfer am Tril- Setzling, welche künftig Frühjahr Fruchte lengäßlein ist extra gutes Nußwasser, die Maaß à 24 Batzen zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a11,"96. 8 soviel als neue braunlaquirte Jone- Sessel nach neuster Mode, um bill. Preis, gäßlein hat. in No. 479. anzumelden.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a12,"97. Extra gut stark Kirschwasser à 17 Batzen, bester alter Languedocker Brandtenwein à 12 Batzen die Maaß, bey Joh. Rudolf Brandmüller zur Klayen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a13,"98. Ein zweythüriger nußbaumener Kasten, ein dito tannener, ein nußbaumener Schreib- tisch und eine Commode auf Mahahoni Art zu sehen bey Mstr. Lotz, Bruckknecht im Bruckhaus. 99. Eine Electrifir-Kugel, 12 Zoll im Durch- dem Riechenthor sind große Einmach-Ruben,","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a14,"schnitt samt Gestell mit doppelten Radwerk, das 100 um 1fl. zu haben. auch ist allda ein Forte piano à 64 Louis- d'ors,","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a15,"100. Eine Parthey ganz frische Citronen-Saft. Faß, mit und ohne eiserne Reif, sammet- haft oder zertheilt um billigen Preis, im Silberberg in kl. Basel zu erfragen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a16,"101. Ein extra schöner Talar, mit grünem Ueberzug. 102. In No. 1432. an der Freyenstrasse sind","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a17,"3 bis 400 Stück rothe Plättlein zu haben, wie auch zwey eiserne Gitter.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a18,"103. Extra schöne weisse Marseiller-Seiffe, Stangenweis à 68 Rappen das tb in No. 324. in der Spahlenvorstadt.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a2,"häublein mit Krönlein, und eine kurze Kaffete Mantille. 8. In No. 219 hinterm schwarzen Pfahl ist 106. Auf dem Eselthürnlein ist eine gute Grube","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a20,"104. Wo eine so eben nach neuestem Geschmack, in vorzüglich schöner und guter Arbeit, von der berühmten Rastatter Fabrique verfertigte Chaise zu zwey Pferden zu sehr billigem Preis zu haben, ist im Berichthaus zu vernehmen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a21,"7. Schöne gestrickte baumwollene Kinder- 105. Auf E. E. Zunft zu Becken sind in Eisen gebundene Faß 4, 6 und 8 Saum haltend zu haben. voll Roßbau zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a22,"Frauenzimmer Kleider, auch gedoppeltes 107. Ein 8 Schuh langes nußbaumenes Clari- zimbel, mit doppeltem Clavier, von 5 Octa- ven und 3 Veränderungen, im allerbesten Stand aus Mangel Platzes zu verkaufelz oder zu verleihen, in No. 200. zu sehen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a23,"tannene Pferd-Krippe circa 17 Schuh lang, 108. Eine gutgehende Stockuhr, so Stunden und Viertel schlägt und repetirt, nebst einem Glockenspiel um 8 Louisd'ors.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a24,"109. Bey Jgfr. Grunauer, No. 699. am Leonhardsberg sind verschiedene Sorten Haustücher auch Tischtüchertuch mit rothen Listen zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a25,"legio sind wiederum frische Holländische Blumen-Zwiebeln und allerhand Gemüs- Saamen zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a26,"111. Große neue Packsäcke à 8 Batzen das Stück in No. 371. am Leonhardsgraben, wie aulch ein Haufen vewährter Bau.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a27,"112. Eine dauerhafte in gutem Stand besind- liche Chaise, mit veritablen englischen Stahl- Febern, die man ganz bedecken kann, zu 6 auch im Nothfall zu 8 Personen eingerichtet um billigen Preis, oder gegen eine leichtere zu vertauschen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a28,"113. Von der größten Art Ananas, Erdbeery- tragen, das 100 à 6. Batzen, bey Frau Salome Siegrist, Gärtnerin; welche ihren Platz bey dem Markt unten an dem Martins-","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a29,"114. Eine Parthey zweyjähriges Kirschwasser um billigsten Preis zu finden in No. 1692.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a3,"nebst denen schon bekannten Buratten für aschfarb gesärbtes floretseiden Garn in Com- mißion zu haben, zu den bill. Preisen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a30,"115. Ein eiserner Ofen, mittlerer Größe.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a31,"116. In No. 1041. ist wiederum Milch von der Kuh weg, Morgens und Abends nach Be- lieben zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a32,"117. 36 Ellen dreyschäftiger grau und weiß ge- t srichter Halblein, sehr dienlich zu einem i Bodentuch.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a33,"118. Auf dem Landguth bey der Heuwaag vor","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a34,"119. Ein Flug schöne Tauben, Mangel Platzes um billigen Preis.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a35,"120. Ein noch in gutem Stand sich befindlicher Wiener-Wagen um 25 Louisd'ors, aus Mangel Platzes.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a36,"121. Ein gutes Forte-piano zu verkaufen oder an honete Leute zu verleihen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a37,"122. In No. 1055. ist schöne 1, 4 und 5 fache graue und weisse Hamburger-Wolle um bill. Preis zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a38,"123. Bey Christoph Winkelblech in No. 102. sind folgende Bücher zu haben: Olearii Per- 1 ftanische Reißbeschreibung, mit Kupf. fol- 20. Btz. Zeilers Itinerarium ltolia, mit Merianischen Kupfern, fol, 20 Btz. Iselins historisches politisches Lexicon, 4 Theil in 2 Bänd, fol. 14 Rthlr. Antiquita di Roma, 142 Kupf. complet, klein fol. 1 Rthlr. Topographia Alsatia, mit Merianischen Kupf. fol. 20 Btz. Theophrastus Paracelsus dollkommene Medecin, fol. 15 Btz. Homeri omnia opera, fol. 6Bz. Schlacht bey St. Jacob, von Spreng, 4. 3 Btz. Rambachs Passions-Betrachtung, Frzb. mit Kupf. 4. 8 Btz. Généalogie des dieux, leurs amours, etc. 4. 6 B2. Erbaulicher Christen-Schatz, 8. 6 Btz. Burtorfs vollständisches Gebetbuch, 8. 6 Btz. Christliches Communion-Buch, 8. 3 Btz. Liederbuch mit grobem Druck, 8 6 Btz. Der Fall des Menschen, 8. 3 Btz. Zollikofers Gebetbuch, 8. 10 Btz. Gedichte und Schauspiele, 8. 4 Btz. Leben des Baron von Trenk, 2 Thl. mit Kupf. 14 Btz. Leben Friedrich des Il. mit Kupf. 8. 10 Btz. Das neue Testament mit grobem Druck, 8. 6 Batz. Briefe für Knaben, 8. 5 Batzen. Biblische Historien, mit schönen Kupfern, fehlt der Titel, 8. 10 Btz. Les Pfaumes de David, relié en veau, 8. 6 Bz. Psalmen von Spreng, Frzbd. 8. 6 Btz.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a4,"89. Ein Mannensitz zu St. Leonhard rechts dem Altar No. 3, eine soviel als neue roth- eine Kutsche zu 4 Plätzen, für auf Reisen, auch nur zu 2 Pferden zu gebrauchen, mit eisernen Achsen und neuen Henkriemen samt neuen Rädern, alles um bill. Preis.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a40,"124. Extra gutes Rechholder-Wasser um bill. Preis, wovon nach Belieben zu haben in No 242. in kl. Basel.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a41,"125. In No. 1640 an der untern Freyenstrasse bey Wittib Frey sind wiederum Servelat- Würste zu haben. 126. Circa 30. Stück dürre eichene Fleckling","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a42,"81/2 Schuh lang, 16 Zoll breit, und 2 Zoll dick; ferner eine eiserne Gatter 6. Schuh hoch, und 2 Schuh 9 Zoll breit, samt einem guten Schloß, alles französisch Maas.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a43,"Prund und Stangenweis etwas wohlfeiser, wie auch extra gute Schmier-Seiffe, Pf. und Centnerweis zu haben, alles in billig- stem Preise bey Rudolf Roth No. 251 in kl. Basel.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a44,"128. Zum Venedig am Schlüsselberg sind frisch angelangt und zu haben: von allen Sorten extrafeine und schöne weisse gestepte Bettdecken mit Borduren und Franchen von verschiedenen Grössen in äusserst biligen, Preisen zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a45,"129 Ein Weingrünes Stücklein Faß von 12 Saum, in Eisen gebunden.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a46,"130. Bey J. G. Otto, Sohn in kl. Basel ist in billigsten Preis zu haben: allerfeinstes Nicer Baumöhl, Mandlen in Schaalen à la Prin- cesse, extrafeiner Kafnade-Zucker, und frisches Senfmehl à 6 Btz. das tb, offene Schwizenz-Tabac von 8 à 16 Btz. das E, feiner Portorico à 12 Btz. das tB.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a47,"131. Im Bischoffischen Buchladen ist zu haben: Der lustige Zürcher- und Luzerner-Kalender auf das Jahr 1805. ersterer à 6 kr. letsterer à 8 kr. in beyden sind artige Histörchen und sinnreiche Einfälle zu lesen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a48,"122. Eine gute Waag etwas über ein sentuer zu wiegen, samt Kugeln-Gewicht um bill- Preis, in No. 539 am Imbergäßlein.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a49,"133. Extra gute Erdäpfel der grose Seste zu 8 Batz. Rittermäs, auf die Probe, vor dem Eschenthor bey der Heuwaag.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a5,"90. Eine lange und eine soviel als neue runde Bauchbütte.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a6,"91. In No. 167 in der Neuenvorstadt ist ein 110. Bey Niclaus Lin der im untern Col- in gutem Stand sich befindlicher Geschirr. Kasten mit Glasthüren, Mangel Platzes um bill. Preis zu haben.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a7,"92. Eine wohlgelegene Behausung No. 1717 an der Huthgaß, so täglich kann besichtiget werden, und mit dem Eigenthümer den Kauf selbsten abschliessen.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a8,"93. Spörers Unterhaltungs-Lericon für die Jugend, deutsch und französisch, neu ge- bunden in Franzband.","1804-10-25","",""
00401830-44a6-5608-9f4a-16e1c304e371/a9,"94. In No. 194. am Herbrigberg sind gute Erdäpfel, der große Sester à 6. Batzen zu haben.","1804-10-25","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a0,"14. Nahe beym Rlechenthor ist ein schön hei- ter Losament von Stube, Küche, Estrig Platz im Keller, an ehrbäre stille Leute ohne Kinder, gleich oder auf Pfingstfronfasten zu beziehen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a1,"15. In No. 942 in der Eschenvorstadt ist eine meublirte Stube zu verleihen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a11,"24. Ein meublirtes Zimmer für ein oder zwey Herren nahe bey der Post, mit oder ohne Kost.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a12,"25. Zwey grosse Heubühnen oder sonstigem Gebrauch, im Lutzelhoof an der Spahlen zu erfragen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a13,"26. In No. 389 in kl. Basel ist ein Losament auf nächste Fronfasten zu verleihen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a14,"27. Zwey Losamenter in der St. Johannvor- stadt, ein jedes von Stube, Kammer und Küche, eines gegen die Strasse, das zweyte gegen den Rhein, an ehrbäre Leute auf H. Pfingsten zu beziehen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a15,"28. In der Münsterkirche ist der Vorsitz auf der Seite gegen der Kanzel im achten Stuhl vom Taufestuhl um 1 Rthlr. jährlichen Zins zu verlehnen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a16,"29. Ein Losament an 1 oder 2 Personen an der oberen Rheingaß No. 71 auf H. Pfing- sten zu beziehen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a17,"30. In No. 18 zu St. Johann sind Pferd und Bernerwägelein zu verleihen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a18,"31. Auf dem Fischmarkt No. 150 ist ein be- quemer Laden zu verleihen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a19,"Hingegen wird zu entlehnen begehrt:","1804-04-19","1",""
0179ce77-cd42-566b-88d3-8e83537b7358/a2,"16. No. 1423 an der oberen Freyenstrasse ist ein schön heiter Losament mit 2 Stuben und Nebenkammer und noch eine Kammer, Küche mit ablauffenden Wasserstein, Estrig, Brunnen im Haus und was der Augenschein weiter zeigen wird auf H. Pfingsten zu be- ziehen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a20,"1. 300 Pfund Geld auf gute Versicherung auf ein oder 2 Stück Land im Baselbahn.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a21,"2. Es wird ein Weibersitz bey St. Leonhard zu entlehnen begehrt ist sich bey Hrn. Baßler Siegrist allda zu melden.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a22,"3. Man wünschte eine geräumige Stube, ebenes Fusses, nebst einer andern Stube oder Kammer zu entlehnen wo möglich ie Mitte der Stadt, die Stube sollte aber zu einer Werkstatt dienlich seyn, ist sich im Baad auf dem Baarfüsserplatz anzumelden.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a23,"4. Es wird ein brutiges welsches Huhn zu entlehnen begehrt, im Fall würde man ein solches kaufen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a24,"Kost, Information und Bedienungen werden angetragen und begehrt.","1804-04-19","1",""
0179ce77-cd42-566b-88d3-8e83537b7358/a25,"1. Zwey junge Leute von guten Familien aus der französischen Schweiz, wünschten in hiesige Spezerey-Handlungen in die Lehre placirt zu werden; nähere Auskunft darüber giebt man in No. 1583.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a26,"2 Une très-bonne maison à Ouchy pourroit employer dans ce moment une jeune hom- me en qualité d'apprentif; on desire qu'il soit de Parens honnêtes qui en veuillent re- pondre, ils peuvent étre persuadés que leur enfant sera bien soigné étant à portée de s'acquerir une connoissance parfaite dans la tenue des livres & dans la correspondance. On pourra se procurer de plus amples infor. mations, en s'adressant au Bureau d'avis.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a27,"3. Eine Frau offerirt sich an Taglöhn zu gehen, sowohl zum putzen als zur Feld- Arbeit.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a28,"4. Man sucht auf Johannl eine Magd, die kochen kann und die Haushaltung versteht.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a29,"5. In der Gegend des Münsterplatzes näh- me man noch 1 à 2 Herren an eine ho- nete burgerliche Kost, sehr bilig an.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a3,"17. An der Rheingaß No. 67 ist ein schön Lo- sament eine Stege hoch von Stube, Kam- mer-Sommerhaus, ablauffenden Wasserstein alles auf einem Boden, gegen die Gaß, auf H. Pfingsten zu beziehen: oder in Ermang lung Hausleute, meublirte Zimmer.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a30,"6. Ein Arzt auf dem Land würde unter annehmlichen Bedingnissen noch einige an Gemuthskrankheiten leidende in sein Haus aufnehmen, woselbst sie in jeder Hinsicht bestens versorgt würden. Das mehrere ist bey Jakob Adolf bey Herrn Ehinger in der Eschenvorstadt zu erfragen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a31,"7. In eine Spezerey- und Droguerie-Hand- lung der französischen Schweiz wird ein junger Mensch von rechtschaffenen Eltern und guten Sitten in die Lehre gesucht. Für ein ähnliches Subject, das aber wenigstens einige Anfangsgründe in der französischen Sprache haben müßte, und der deutschen im Schreiben so weit mächtig wäre, um allenfalls auch die Correspondenz führen zu können; wäre ein vacanter Platz in ei- nem guten Haus in Neufchatel; fur bey- des ist sich in Rro. 1627 an der Freyen- strasse anzumelden.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a32,"8. Eine hiesige Bürgerstochter wünscht auf Johanni einen Platz zu bekommen, gut gleich in der Stadt oder auf dem Land.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a33,"9. Ein hiesiger junger Mensch von recht- schaffenen Eltern, welcher deutsch und fran- zösisch spricht und eine saubere Handschrift hat, wünschte je eher je lieber auf ein Comptoir in die Lehre zu treten, und da er schon einige Jahr in einer Spezerey- Handlung gestanden, hiemit in deven Ge- schäften nicht mehr ganz neu ist, so schmei- chelt er sich um so mehr seinen Wunsch bald erfüllt zu sehen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a34,"10. In N. 1214 in der St. Albanvorstadt begehrt man 4 honnete Kostgänger anzu- nehmen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a35,"11. Ein lediger Mann von etlich und fünf- zig Jahren aus dem Hauptort eines be- nachbarten Kantons, welcher schon 38 Jahre der Handlung gewidmet und in diesem Zeitraum in angesehenen Häusern im Ausland als Comptoirist und Vova- geur gestanden ist, die deutsche, französi- sche und italienische Sprache, nebst allen nöthigen merkantilischen Wissenschaften be- sitzt, und seine Stelle durch den Drang der gegenwärtigen Zeitumstände verloren hat, wünschte deren wieder eine in einem hiesigen oder auswärtigen Handelshaus zu bekommen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a36,"12. Im Baselbieth ist eine gesunde Weibs- person, welche wünschte als Säugamme hier unterzukommen.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a37,"13. Ein junger Mensch aus dem Kanton Zürich, der gut mit Pferden umgehen kann, wünschte hier einen Platz zu bekommen, wozu er sich bestens empfiehlt.","1804-04-19","",""
0179ce77-cd42-566b-88d3-8e83537b7358/a38,"14. Ein junger Mensch von 17 Jahren, der auch die Stelle eines Marqueurs versehen könnte, wünschte hier einen Platz zu be- kommen, würde sich zu allen vorkommen- den Geschäften willig gebrauchen lassen, und gute Abschiede seiner Treue vorwei- sen können.","1804-04-19","",""
