id,text,date,isheader,noadvert,page,readingorder
02b87dad-07b2-5c04-9b2a-07562fa69f39/t13,"<p>2. So dann wird ein tüchtig Subjectum gesucht, von solidem Verstand, rechtem Alter (wann schon verheyrathet wäre) Reformierter Reli- gion, so die doppelte Buchhaltung auch die Teutsch- und Italiänische Correspondentz per- fect führen kan; in ein Handels-Conror. Item begehrt man an underschiedliche Orth, Handels-Junge, aber mit Lehrgelt ꝛc. ꝛc.</p>","1729-09-06","","","80","13"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t14,"<p>Es ist verlohren gegangen:</p>","1729-09-06","1","","80","14"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t15,"<p>1. Ein eintzeles Cristallin- in Silber-eingefaßtes eckichtes Hembder-Knöpfflin, in dessen Grund ein guldenes Zweyfel-stricklein , dessen Cam- marad in dem Adresse - Contor zu sehen: Wer solches dahin bringen wird , soll eine raison- nable Belohnung bekommen.</p>","1729-09-06","","","80","15"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t16,"<p>2. Ein doppelter Kreutz schlüssel, vor welchen gleich- fahls ein Trinckgelt offerirt wird.</p>","1729-09-06","","","80","16"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t17,"<p>3. Ein Ost-Indisch-feines-roth und weiß gestreiff- tes Schnupfftuch; wer solches wiedrumb an die Hand schaffen wird, soll auch wohl be- lohnt werden.</p>","1729-09-06","","","80","17"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t18,"<p>Hingegen ist gefunden worden:</p>","1729-09-06","1","","80","18"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t19,"<p>1. EinParepluye,so in dem Adresse-Contor zuerfrage. So dann finden sich daselbsten: Eine Anzahl ge- fundene Schlüssel , wer dergleichen verlohren kan sie umbsonst besichtigen, aber gegen Er- legung eines leinen Trinckgeltleins (per die Persohn so sie gefunden) beziehen.</p>","1729-09-06","","","80","19"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t2,"<p>Hingegen wird zu kauffen begehrt:</p>","1729-09-06","1","","80","2"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t20,"<p>Gelegenheit per Reisende Persohnen offerirt:</p>","1729-09-06","1","","80","20"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t23,"<p>2. Heut Nachmittag gehet eine läre Rerour-Kutsch nacher Straßburg, welche 5. Persohnen auff- nehmen kan; wer sich dieser Gelegenheit be- dienen will, kan sich in dem Wilden-mann anmelden, man wird gut und sehr raisonnabel accommodirt werden.</p>","1729-09-06","","","80","23"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t24,"<p>Preise der Lebens-Mittlen.</p>","1729-09-06","1","","80","24"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t25,"<p>Vergangenen Freytag haben die Früchten ꝛc. gegolten: Der Obrigkeitliche Kernen 5. Pfund. Land-Kernen alter 5. Pfund 10. ß. 6. Pfund à 6. Pfund 6. ß. . dito Neler 5. Pfund 5. ß. Weitzen 5. Pfund 15. ß. Mischleten 4. Pfund 4. ß. - Gersten 4. Pfund. Habern 2. Pfund 10. ß. der Sack. Der Butter oder Ancken hat gegolten 22. 23. à 24. Rabben das Pfund.</p>","1729-09-06","","1","80","25"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t26,"<p>Herr Hans Georg Lölliger, Tambour-Mla- jor, und dißmahliger Würth in dem Neuen Schauenburg , thut hiemit denen Herren Lieh- habern zu wüssen, daß er gesinnet ein Frey-schies- send alldorten anzustellen, wormit nächst-künffti- gen Sonntag Nachmittag umb ein Uhren der Anfang solle gemachet werden. Mit dem Dop- pel Cals welcher sehr raisonnabel seyn wird) kan man biß Montags umb 10. Uhren continuiren, alsdann wird mit dem Stechen angefangen wer- den. Die beste Gaab besteht in einem silbernen Becher in circa 10. Loth schwär, die andere in einem paar Pistohlen mit Moßing beschlagen, 6. Thaler werth, die übrigen 15. oder 20. Ga- ben in schönem Zinnern-Geschir:; Anbey wird man auch einen schönen Schaff-Bock in der Kehr-Scheiben verschiessen.</p>","1729-09-06","","","80","26"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t27,"<p>HerrFrangoisRiccard Italjänischer Splach- meister, dermahlen bey dem Schwartzen-Pfahl allhier sich aufhaltende, offerirt nochmahlen die in jüngstem Ordinari beschriebene Pomade, wel- che schon an underschiedlichen hiesigen Persohnen gute Würckung gethan hat, und zwar wie ge- dacht den vermöglichen Leüthen das Loth per 5.ß. den Armen aber umbsonst. In dem Adresse-Contor seind noch zu haben: Vin de Fronrignac, die Bouteille à 10. Batzen. - de Bourgogne 1728. die Bouteille à 74. Batze. - dito eiwas geringer, die Bouteille à 44. Batze. - d'Arbois, die Bouteille à 3. Batzen.  dito die Maas à 5. Batzen. Pfeffers-Wasser, die Maas à 5. Batzen. St. Moritzer-Wasser, die Maas à 94. Batzen: Seidschützer-Wasser, die Maas à 24. Batzen. dito Saltz, das Loth à 4. ß. Glarner-The, das Pacquet à 44. Batzen. Zahn- und Mund-Pulver, das Briefflin à 1. Batzen. Ein junger Mensch, der wohlschreiben, iesen  und rechnen kan, und dehme etwas zu vertrauen ist, wird umb ein billich Salarium, auff unser Landschafft begehret.</p>","1729-09-06","","","80","27"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t3,"<p>1. Ein guter Mannen-Sitz an einem wohl-gele- genen Orth in der St. Leonhards-Kirchen.</p>","1729-09-06","","","80","3"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t4,"<p>2. Eine Parthey lähre Stücklein in Eisen gebun- den zu 50. Saum, so fern man gute Carotten, Cöllnisch Ertz und extra sein und gute Pariser- Schärmesser dargegen nehmen wolte.</p>","1729-09-06","","","80","4"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t5,"<p>3. Ein gutes Astronomisch Fernglaß oder Perspectif.</p>","1729-09-06","","","80","5"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t6,"<p>4. Eine Schabracken von scharrlach mit silber bordirt</p>","1729-09-06","","","80","6"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t7,"<p>Es stehet annoch offen In No. XXXII. Aruckel 2. In No. Xx Xl. Art. 3. In No. xXlx. Artickel 1. In No. xXVIII. Art. 2. In No. XXVII. Artickel 1. In No. Xxv. Art. 1.</p>","1729-09-06","","1","80","7"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t8,"<p>Es wird zum Außleyhen offerirt;</p>","1729-09-06","1","","80","8"
02b87dad-07b2-5c04-9b2a-07562fa69f39/t9,"<p>1. Ein extra guter und wohl-verwahrter Keller auff dem Adelberg, darein gegen 160. Saum Wein komlich zu logiren, um raisonnable Preiß</p>","1729-09-06","","","80","9"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t0,"<p>Es werden zum Verkauff offerirt:</p>","1729-03-29","1","","33","0"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t1,"<p>1. Ein viertel Jucharten Rebacker und Mättlein in dem Krentzacher-Bahn ligende , umb sehr billichen Preiß.</p>","1729-03-29","","","33","1"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t10,"<p>9. Die Behausung zum Drackhen in der Aesche- mer-Vorstatt, darinnen drey Bewohnungen für drey Partheyen, ohne daß eine die andere berühret; Item doppelte Stallung und Scheuren, ein apartes Bauchhauß, sambt Matten und schönem Garten, darinnen ein Außgang gegen dem Sternen-Gäßlein.</p>","1729-03-29","","","33","10"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t11,"<p>10. Eine Parthey Hew, in jetzt berührter Scheu- ren ligende, umb billichen Preiß.</p>","1729-03-29","","","33","11"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t12,"<p>11.Ein annoch fast neuer kupfferner Wasser-kessel/ haltende drey Züber , umb billichen Preiß.</p>","1729-03-29","","","33","12"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t13,"<p>12. Das Würthshauß zur Rothen Kanten darin- nen 4. Stuben, 10. Kammern , 2. Säle mit Kaminen, 2. Sommerhäuser, ꝛc. Item zwey grosse Stallungen, ein apartes Bauchhauß, ein lauffender Brunnen, Garten, Mättlein, und Landerwerck, wie auch eine Hinder-Thür gegen der Statt-mauer, nebst allerhand Hauß- geräht, Tischblunder, Bethwerck, kupffernem, öhrenem und zinnernem Geschirt umb billichen Preiß, ohne oder mit dem Haußraht; auch ist solches gegen billiche Conditiones zu verleyhen.</p>","1729-03-29","","","33","13"
0346ecad-1d0a-5dc2-b8c7-b8fcd9e747d0/t14,"<p>13. Ein zinnerner Färb-Kessel sambt dem Krantz.</p>","1729-03-29","","","33","14"
