id,text,date,isheader,noadvert,page,readingorder
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t0,"<p>Es wird zum Verkauff angetragen:</p>","1744-08-06","1","","165","0"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t1,"<p>1. Mstr. Simon Krämer von Wolffach ist mit ei- ner Parthey Peters-Thaler Saur-wasser in dem Gasthaus zum guldenen Kopf allhier angelanget, und verkauffet die Maas um 14. kr.</p>","1744-08-06","","","165","1"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t2,"<p>2. Alter weisser Marggräfer-Wein von Ao. 1742. à 9. Pfund der Saum, davon nach Belieben zu haben und sich darum bey Mstr. Rudolff Fuchs dem Küffer in der Steinen-Vorstatt anzumelden ist.</p>","1744-08-06","","","165","2"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t3,"<p>3. Bey Herrn Streckeysen an der Hutgaß sind schö- ne frische Stroh-Wellen das Stuck um 14. Rap- pen zu haben.</p>","1744-08-06","","","165","3"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t4,"<p>4. De Weenende Christus, Voorgestelt in syne drcevige Klaghte over Jerusalems blindheit; hertelieste Wensch tot hare behoudenisse en vrede; Schrickelicie dreygement Van haer uy- terste Verderfende Ondergangh. Met eenige Biddaghs Stoffe, nodigts om van alle Christe- nen, in dese tiidt ende tagen der besceltinge, heylighlicke overdaght ende betraght te vorden.</p>","1744-08-06","","","165","4"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t6,"<p>5. Bey Mstr. Daniel Krey zu St. Elßbethen ist vor etlichen Tagen angelangt und um billichen Preiß zu haben: Frisches Schwalbacher- und Seltzer-Wasser so den 15ten July gefaßt worden. welches denenjenigen Ehrenleüthen zur Nachricht dienet, die solches bey ihme bestellet, oder dessen annoch benötiget seyn möchten.</p>","1744-08-06","","","165","6"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t7,"<p>6. Wo eine Parthey ertra schöne Pomerantzen- Baum, um billigen Preiß zu verkauffen, ist im Berichthauß, ohne Entgelt zu vernehmen.</p>","1744-08-06","","","165","7"
0445420d-1d24-5ac4-bb88-d58fe55eb5f1/t8,"<p>7. Der Merck- und Lesens-würdige Tractat, ge- nandt, der Flüchtige Pater aus Rom (wo- rinnen, nach dem Buch Danielis und der Offen- bahrung Johannis, von denen nächst bevorste- henden schröcklichen Gerichten GOttes, und wie das Evangelium in Occident erlöschen und in Orient unter Türcken Juden und Heyden aufge- hen werde, auch von dem Ende der Welt, auß- führ- führlich und nachtrücklich gehandelt wird) ist wiederum in dem Berichthauß zu haben das Stuck à 4. ß.</p>","1744-08-06","","","165","8"
0770058e-92c3-5cde-9b57-c4c8939c8048/t1,"<p>25. Das Gespräch zwüschen einem Flüchtigen Pa- ter aus Rom und einem Clerico, worinnen die in der Offenbahrung Johannis beschriebene Ge- sichter gründlich erkläret ꝛc. absonderlich bewie- sen wird, daß von An. 1715. biß 1748. die Babylonische Hure müße äußgerottet werden, auch wie in wenig Jahren die Prophezeyung Daniels oder die darinnen enthaltene Geheim- nüße, klar und in ihre Erfüllung kommen wer- den, ꝛc. ꝛc. Wird dermahlen in dem Bericht- hauß à 4. ß. verkauffet.</p>","1744-06-18","","","129","1"
0770058e-92c3-5cde-9b57-c4c8939c8048/t10,"<p>33. Bey Herrn Daniel Scholer ist zu haben, von der allerbesten Qualität Burgunder-Wein oder Vin de Nuis, die Boutaille à 5. Batzen, und in gantzen oder doppelten Feuilletten um rai- sonablen Preiß; wie auch Vin de Maconais in Pieces, in sehr billichem Preiß.</p>","1744-06-18","","","129","10"
0770058e-92c3-5cde-9b57-c4c8939c8048/t11,"<p>134. Bey Herrn Johann Heinrich Mangold dem Buchbinder am Bäumlein ist zu haben, Sturms Mathematic 8. in 7. Theil in gut Pergament gebunden.</p>","1744-06-18","","","129","11"
0770058e-92c3-5cde-9b57-c4c8939c8048/t12,"<p>35. Nachdeme kurtzverruckter Tagen der allhiesige Brennholtz Flotz zu Ende gebracht worden, und auf unserer Gnädigen Herren Holtz-Platz vor dem Riehemer Thor noch einiges Schüpfen- Holtz zu verkauffen stehet, als werden diejeni- gen Ehrenleuthe welche dessen zu kauffen wil- lens; oder bereits von Herrn Litschgy dem Holtz-Liefferanten erkaufft, und dato noch all- da liegen haben, ersuchet, sich wegen des eint  und andern bey Herrn Hans Caspar Hauser an der Freyenstraß, deme alles übergeben worden, anzumelden, damit einem jeden das Seinige verabfolget werden kan.</p>","1744-06-18","","","129","12"
0770058e-92c3-5cde-9b57-c4c8939c8048/t13,"<p>36. Weilen abermahlen die angenehme Zeit vor- handen, da man sich der Gesund-Baderen zu bedienen gewohnet, als thut Joseph Weiß der Würth des Meltinger Baades allen Ehrenleu- then zu wissen, daß er dermahlen widerum mit guten Weinen, und Speisen welche von der vorhandenen guten Köchin wohl apretirt werden sollen, wie auch einer wohl bespannten Kutsche versehen; Wer demnach dieses Baad zu besuchen willens, kan sich versichert halten, daß an guter Aufwartung nichts ermangeln sol- le; und kan man sich deßwegen bey Herrn Hans Caspar Hauser an der Freyenstraß an- melden, welcher mehrere Nachricht geben wird.</p>","1744-06-18","","","129","13"
0770058e-92c3-5cde-9b57-c4c8939c8048/t14,"<p>l37. Man verlangt ein Schwanen-Gans, männ- licher Art, oder 2. Männlin und Weiblin: Wer deren zu verkauffen, kan sich bey Herrn Hieronymus Gemuseus und Sohn allhier an- melden.</p>","1744-06-18","","","129","14"
0770058e-92c3-5cde-9b57-c4c8939c8048/t15,"<p>38. Es wird Companie und Gelegenheit für eine hiesige Persohn gesucht, in drey à vier Wochen nach Plombieres zu reisen.</p>","1744-06-18","","","129","15"
0770058e-92c3-5cde-9b57-c4c8939c8048/t16,"<p>reisen, allwo er währender Cur verbleiben und 39. In dem Berichthauß ist zu vernehmen, wo eine eine Summ von etlich tausend Gulden still li- gendes Vogts-Geld, gegen guter hiesiger Ver- sicherung à 3. pro cento außzuleyhen seye.</p>","1744-06-18","","","129","16"
0770058e-92c3-5cde-9b57-c4c8939c8048/t2,"<p>26. Bey einem allhiesigen Freünd sind zu haben, eine anzahl grosse Pack-Fässer, leere Burgun- der-Pieces, dito Brandten-Wein-Feuilletres und andere kleine Fäßlein, alles in sehr bili- gen Preise. So dann ist ferner bey diesem Freünd zu haben, von der besten gualität Burgunder-Wein in Feuilletten und Bouteillen à 12. kr. und 18. kr. die Bouteille; Item, Provencaler-Baum- Oehl à 7.ß. 8. ß. und 9. ß. 6. pf. das Pfund.</p>","1744-06-18","","","129","2"
0770058e-92c3-5cde-9b57-c4c8939c8048/t3,"<p>2n 27. Die Hammerdntuhl zwuschen dem Riehe- mer-und St. Blasten-Thor, so gleich angetret- ten werden kan, wird zum verleyhen angetragen. In gleichem stehet der guart von besagter Ham- mer-und der Drath Zug Mühl zwischengemeld- ten Thoren zu verkauffen.</p>","1744-06-18","","","129","3"
0770058e-92c3-5cde-9b57-c4c8939c8048/t4,"<p>28. Es wird ein guter Weibersitzin St. Leonhards- Kirch Revers- und Lehens-weis offerirt, und dar- gegen ein Mannensitz in dem Münster begehrt.</p>","1744-06-18","","","129","4"
0770058e-92c3-5cde-9b57-c4c8939c8048/t5,"<p>29. Ein junger Knab hat ein Frantzösisches Buch gefunden, welches er gerne an seine Behörde ge- ben möchte.</p>","1744-06-18","","","129","5"
0770058e-92c3-5cde-9b57-c4c8939c8048/t6,"<p>30. Eine hiesige junge Burgers Frau, suchte Con- dition als Säugamme; Sie hatein Viertel jäh- riges schön und gesundes Töchterlin; und könn- te nach Belieben antretten.</p>","1744-06-18","","","129","6"
0770058e-92c3-5cde-9b57-c4c8939c8048/t7,"<p>31. Vor dem Riehemer Thor nächst dem Holtz- Platz zwischen der Bürels-Mauer sind 2. Tauen Matten samt dem Gras, mit einem hohen ge- maurten Häußlin zu verkauffen, wovon das mehrere im Berichthauß zu vernehmen.</p>","1744-06-18","","","129","7"
0770058e-92c3-5cde-9b57-c4c8939c8048/t8,"<p>32. Mstr. Abraham Früh wird innert 8. Tagen mit einigen hiesigen Herren nach Pfeffers ver-  bey favorablem Wetter von dortigem Wasser fassen, mit dem Pittschafft eines solcher Her- ren versigeln und mit dessen Attestation be- gleitet anhero senden wird; wer nun von sol- chem Wasser verlanget, beliebe sich vor seiner Abreise bey ihme zu erklären.</p>","1744-06-18","","","129","8"
0977f78e-5958-53ec-a019-239dd5549e7d/t0,"<p>25. Esl ist einCapital von fl. 200. vögtlicher Weis auf gute Versicherung auszuleyhen : Und ist sich deßwegen bey Hrn. Mentzinger im Mannen- Bad anzumelden</p>","1744-04-30","","","92","0"
0977f78e-5958-53ec-a019-239dd5549e7d/t1,"<p>26. In dem Bericht-Haus ist ein approbirtes Mittel zu Ausrottung der Wantzen oder Wän- telen, das Gläßlin um 5. Batzen, und um 10. xr. zu haben.</p>","1744-04-30","","","92","1"
0977f78e-5958-53ec-a019-239dd5549e7d/t10,"<p>Merckwürdigkeiten: Seit letzterm Ordinari sind gestorben und begraben worden:</p>","1744-04-30","1","","92","10"
0977f78e-5958-53ec-a019-239dd5549e7d/t11,"<p>Vergangenen Sonntag acht Tag bey St. Pe- ter : Frau Barbara Körberin, Mr. Emanuel Rit- ters des Kornmessers sel. nach Tod hinterlassene Wittib. Vorgestern acht Tag, in dem Münster: Herr Lucas Hagenbach der Aelter.</p>","1744-04-30","","1","92","11"
0977f78e-5958-53ec-a019-239dd5549e7d/t12,"<p>Es ist schon zu verschiedenen mahlen an das Hoch Ehrende Publicum die geziemende Ansuchung und Errinnerung gethan worden, daß, wann man mit denen, diesen Nachrichten einverleibenden Pund ten den gesuchten Zweck erreichet, man sich alsdaß gefallen und belieben lassen möchte, es in dem Be- richt-Haust gütigst anzuzeigen, damit man der- gleichen Puncten abschreiben, und niemanden mehr dahin assigniren oder weisen möge; Danun aber diesem billigen Begehren keine oder wenig At- ention gegönnet, und dadurch der Director des Bericht-Hauses vielen Reprochen und Nachtheili- gen Redens-Arten diß Orths ohne sein Verschul- den, bloß gestellet wird; als findet er sich genötiget, diese Erinnerung hiemit nochmahlen gantz angele- genlichst und ehrerbietigst zu wiederholen, mit der heitern Erklärung, daß ihme eben so wenig lieb und angenehm seye (wann es auch mit vermeyn- tem Genuß geschehen solte) falsche Berichte zu ge- ben, als es einem jeden ist, dergleichen von ihme zu empfahen.</p>","1744-04-30","","1","92","12"
0977f78e-5958-53ec-a019-239dd5549e7d/t2,"<p>27. Zwey Demoiselles von Crandson in dem Pays de Vaud, offeriren für junge Töchteren eine raisonable Kost, nemlich um drey Thaler Mo- natlich nebst einer Duplone zu End des Jahrs für Töchterlein von 10 biß 12 Jahren, von höherm Alter aber etwas mehrers; wofür sie nicht nür mit guter Nahrung, Wasche und Wartung ver- sorget, sondern auch zur Frantzösichen Sprach, schreiben, lesen, und allerhand Arbeit ange- führt werden sollen; und kan man sich deßhal- ben nur an den Botten von Pverdun, welcher in dem guldenen Kopf allhier seine Einkehr nim- met, adressieren.</p>","1744-04-30","","","92","2"
0977f78e-5958-53ec-a019-239dd5549e7d/t3,"<p>28. Wer gesinnet ist seine Kinder, es seyen Kna- ben oder Töchteren, zu Erlernung der Frantzö- sischen Sprach, in das Welschland zu senden, belieben sich an Herrn Grimm dem Schul-Mei- ster in Granson zu adressiren, welcher ihnen die Sprach nach der Regul und Ubung, durch Ubersetzung auß dem Teutschen ins Frantzösische und auß dem Frantzösischen ins Teütsche, wie auch das Latein, die Rechen- und Schreib-Kuust in beyden Sprachen, die Music und andere An- ständigkeiten und Manieren, seine Frau aber nebst diesem, denen Töchteren einige Arbeit zu lehren verspricht.</p>","1744-04-30","","","92","3"
0977f78e-5958-53ec-a019-239dd5549e7d/t4,"<p>29. Wer gegen guter Sicherheit einige Capitalia verlanget, kan sich bey Herrn Notario Huber zur Gilgen an der Freyenstraß anmelden, und von ihme das Mehrere vernehmen.</p>","1744-04-30","","","92","4"
0977f78e-5958-53ec-a019-239dd5549e7d/t5,"<p>30. Es hat verwichenen Sonntag Morgens ein bekandter Herr, vermuthlich aus Gespaß oder Vorsatz, einen neüen Parepluves, an welchem der Namme des Eigenthümmers ge- schriben, aus dem Caffe-Haus mit sich genoh- men, und dagegen einen alten ligen lassen; Man ersucht ihne, selbigen wieder dahin zu verschaffen, oder gewärtig zu seyn, daß ihme unbeliebige Represaillen vorgenohmen werden.</p>","1744-04-30","","","92","5"
0977f78e-5958-53ec-a019-239dd5549e7d/t6,"<p>31. Wo extra guter Champagner-Wein , der moussirt, in Bouteilles, wie auch unterschied- liche Gattungen des feinest und besten Bur- gunder-Weins in Pieces und Feuillettes, um billigen Preiß zu haben, ist im Berichthaus ohne Entgelt zu vernehmen.</p>","1744-04-30","","","92","6"
0977f78e-5958-53ec-a019-239dd5549e7d/t8,"<p>32. Es möchte jemand seinen Sohn von cireg 12. Jahr alt, in das Welsch-Land, zu einem Herrn Pfarrer oder sonst wackern Mann thun, bey welchem er die Frantzösische Sprach fundamen- taliter nebst der Ortographie und Arithmetique gründlich erlernen könnte, müste aber an selhi- gem Orth Leüthe geben, die Strümpf ließmen thäten, damit er solches lernen, und sich bey müssigen Stunden darinn üben könnte; Wernun einen solchen Kost-Herrn weißt, gel. es durch das Adresse-Contor anzuzeigen.</p>","1744-04-30","","","92","8"
0977f78e-5958-53ec-a019-239dd5549e7d/t9,"<p>33. Herr Hans Rudolff Heß, zumm Brun- nen, bey dem Fischmarckt, hat eine Gele- genheit, von einer Stube, Kammer und Ku- chin, alles mit einer Thür beschlossen, samt einem Gang zu verleyhen; Item, einen gros- z sen Tisch für 16. Persohnen, und 2. dit mit Platten, ꝛc.</p>","1744-04-30","","","92","9"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t0,"<p>Allerhand Nachrichten.</p>","1744-03-19","1","","61","0"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t1,"<p>1. Meister Jacob Christoff Ochs der Müller und Burger allhier, welcher sich dermahlen auf der vordern Mühl in St. Alban-Loch als Lehen- Müller befindet, recommendirt sich als ein fleißiger junger Meister auf das beste, mit dem Versichern, daß diejenigen Ehren-Leuth, wel- che bey ihme mahlen zu lassen belieben werden, so wohl in Ansehung des schönen Mähls als der getreuen und Gewüssenhaften Lüfferung, alle Satisfaction von ihme haben sollen.</p>","1744-03-19","","","61","1"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t10,"<p>9. Heut acht Tag ist hinter Rümmelins-Mühl, am Schlüsselberg, Münsterplatz, Bäumlein, Freyestraß, Streitgaß Weissegaß. oder sonsten, ein rother Stein aus einem Ring, davon der Abdruck im Adresse - Contor zu sehen, ver- lohren worden; wer dehne gefunden und ins Adresse Contor lüffert, solle einen halben Gul- den Recompeutz haben.</p>","1744-03-19","","","61","10"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t11,"<p>10. Die Herren Interessenten der Vogelsberger- Lotterie können in dem Bericht-Hauß verneh- men was ihnen in der dritten Glasse zu theil worden seye und ihre Billets auf das förder- lichste, mit 3. fl 10. Stüber in die vierdte Classe erneuern.</p>","1744-03-19","","","61","11"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t2,"<p>2. Bey Herrn Johannes Freuler dem Buchbin- der hinter St. Andreas sind zwey Losamen- ter ein Stock und zweyStock hoch, gleich oder nach Belieben zu beziehen. So dann ist bey Ihme zu verkauffen; Cöll- nisch Steinen-Geschirr und Thee-Schalen, um raisonablen Preiß; Eloge de la folie par Erasme, in Carten gebunden, um 18. xr. Tschudii Chronicon Helveticum wohl con- ditionirt, in Leder gebunden à fl. 6. Es sind auch von neuesten Teutschen und Fran- tzösischen Bücheren in einer ziemlichen Anzahl zum Ausleyhen bey ihme zu haben.</p>","1744-03-19","","","61","2"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t3,"<p>3. Montags den 20ten Aprill und folgende Tage, wird man auf E. E. Zunfft zum Schlüssel Herrn Pfarrer Burckhards zu Oltingen sel. Bibliothec, bestehend aus allerhand Theologisch-Philoso- phisch-Philologisch-- Mathematisch- und Hi- storischen Bücheren, öffentlich verganten ; die Catalogi davon sind bey Hrn. Hag dem Buch- binder zu haben.</p>","1744-03-19","","","61","3"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t4,"<p>4. Von der zweyten Lotterie von Wesel welche mit Königl. Preußischem Allergnädigstem Pri- vilegio errichtet worden, sind Plans und Bil- lets in allhiesigem Bericht-Haus zu haben. Es bestehet diese favorable Lotterie aus 0000. Billets, darunter 12066. Preise und Praemien; sie ist eingetheilt in 5. Classen, die Einlage in die erste Classe kostet 10. Stüber, in die An- dere 1. fl. in die dritte 2. fl. 10. Stüber, in die Vierte 4. fl. und in die Fünffte 6. fl. zu- sammen 14. fl. Holländisch, so man von Classe zu Classe- oder, zu Verhütung der Ver- saumniß auf einmahl bezahlen kan. In der ersten Classe befinden sich 2004. Preise und Praemien von 1. fl. biß 1000. fl. In der An- dern 2006. dito von 2. biß 2000. fl. In der dritten 2006. dito von 5. biß 5000. fl. In der Vierdten 2008. dito von 10. biß 10000. fl. und in der fünfften 4042. dito von 16. biß 15000. fl. Es ist zu wissen, daß obschon ein Billet mit ei- nem Preiß heraus kommet, selbiges dennoch in denen übrigen Classen parkicipiret, und also in jeder Classe ein gutes Loos gewünnen kan; weilen aber die erste Classe schon auf Montag den 27ten Aprilis zu ziehen angefangen werden solle, als werden die Herren Liebhabere, so sich darinnen intereffiren wollen, freundlich ge- betten, mit ihren Einlagen auf das förderlichste in allhiesigem Bericht-Hauß einzukommen.</p>","1744-03-19","","","61","4"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t6,"<p>5. Au den 24 und 25ten dieses Monats kan man in der Zieglerey vor dem Riehemer-Thor Kalch und rothe Waar haben.</p>","1744-03-19","","","61","6"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t7,"<p>6. Wer Mannen Kleyder zu verkauffen hat, wol- le sich bey Meister Rudolff Barbier dem Schnei- der hinter der Schol anmelden.</p>","1744-03-19","","","61","7"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t8,"<p>7. Es hat vor etlichen Tagen ein junger Knab bey einem unserer Herren Zinngiesseren einen zinnernen Schraub-Deckel, ab einer Flasche oder Beth-Flasche verkauffen wollen, dehne Er aber als verdächtig angesehen und aufbe- halten; wer demnach Ansprach daran hat, kan ihne wieder entheben.</p>","1744-03-19","","","61","8"
0a6a8cd0-671c-5956-b8b1-d1a88578d341/t9,"<p>8. Von der hiesigen kleinen Lotterie, aus einer Englischen Sack-Uhr, silbernen Taback-Büch- sen, Ungarisch Wasser-Fläschlein, guldenen Ring ꝛc. bestehende, sind noch einige Billets das Stuck à 2. fl. in dem Bericht-Hauß zu haben; weilen man aber mit nächstem die Ziehung vorzunehmen gedencket, als wollen sich die Herren Liebhabere nicht saumen.</p>","1744-03-19","","","61","9"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t1,"<p>7. Ein Hosenließmer- oder Gerber-Karren.</p>","1744-09-24","","","198","1"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t10,"<p>16. Eine Behausung mit Höflin und Bronnen und was der Augenschein weiter zeigen wird ist zu verkauffen oder zu verleyhen, und auf nächst- künfftige Baßler-Messe zu beziehen; das mehrere ist bey Herrn Johann Rudolff Beck dem Strumpff-Fabricanten am Spahlenberg, als Eigenthümmern zu vernehmen.</p>","1744-09-24","","","198","10"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t11,"<p>17. Ein Landgüthlein zu Bettingen, bestehende, in einem Hauß, Scheüne, Stallung, Baum- garten, ungefehr anderthalb Jucharten Reben, einer Jucharten Feld mit schönen Obstbaumen und einer Jucharten Waldung, und ist sich da- rum anzumelden, beyn Herrn Hieronymus Burckhardt dem Gerber in Klein-Basel, wel- cher ehrlichen Preiß machen wird.</p>","1744-09-24","","","198","11"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t12,"<p>18. Ein schöner Rebacker samt daran stehendem Herbst, mit einem Haüßlein, Trodten und Herbst- geschirr, auch einem Aeckerlin, vor der mindern Statt, das weitere ist im Berichthaußzu vernehme.</p>","1744-09-24","","","198","12"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t14,"<p>19 Ein grau tüchenes mit silbernen Borden reich- lich besetztes Mannen-Kleyd, Rock, Camisohl, und Hosen, ist im Berichthauß, um sehr bili- gen Preiß zu haben.</p>","1744-09-24","","","198","14"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t15,"<p>20. Eine Parthie schöner Garten-Buchs.</p>","1744-09-24","","","198","15"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t16,"<p>21. Eine Behausung an der vordern Steinen zwischen Mstr. Hans Georg Oberly dem Haf- ner und Mstr. Ludwig Mürry des Schreiners seel. Witrib, hinten auf den Bach stossend, so Bodenzins-frey um 1000. Pf.; und ist sich da- rum anzumelden bey Mstr. Hans Ulrich Schä- rer dem Schumacher am Baümlin; Wäre kommlich für einen Haffner oder Pergamen- ter u. wie der Augenschein zeigen wird.</p>","1744-09-24","","","198","16"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t17,"<p>22. Ein Fauteuil oder Lehnen-Sessel, so man hoch und nieder machen kan, mit grünem Tuch überzogen.</p>","1744-09-24","","","198","17"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t18,"<p>23. Extra schöne Moscovitische Füchs-Bauch samt dem Rucken, sind von der besten Art zu Futteren in Kleyder dienlich, so wohl fur Manns-als Frauens-Persohnen.</p>","1744-09-24","","","198","18"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t19,"<p>24. Ein schönes Stuck Reben von anderthalb Jucharten, in dem Reynacher-Bahn ge- legen, entweder mit oder ohne den Herbst.</p>","1744-09-24","","","198","19"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t2,"<p>8. Eine gut und saubere Pendule, mit ressorts oder Federen, welche die Stunden schlägt ꝛc. ist im Berichthauß zu sehen.</p>","1744-09-24","","","198","2"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t20,"<p>25. Theatrum Europaum, mit kostbahren Meri- anischen Kupfferen, die 8. ersten Theile.</p>","1744-09-24","","","198","20"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t21,"<p>26. Ein Rebacker mit dem Herbst von dridthalb Jucharten, davon eine halbe Jucharten Feld, mit einem Häußlin Trodten und Zugehörde, vor dem St. Bläsp-Thor.</p>","1744-09-24","","","198","21"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t22,"<p>27. Bey Herrn Johann Friederich Engler hinter der Schol sind schöne frische Citronen und Po- merantzen, das 100. um 4. 5. 6. 7. biß 8. fl. zu haben.</p>","1744-09-24","","","198","22"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t23,"<p>Hingegen wird zu kauffen begehrt:</p>","1744-09-24","1","","198","23"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t24,"<p>1. Ein guter accurater Wag-Kengel, mit, oder ohne Schalen, zu acht biß zehen Centneren auf jeder Seithe.</p>","1744-09-24","","","198","24"
0bb8e46f-558d-5648-9a52-4f3917e2580a/t25,"<p>2. Ein nicht gar langer sauber und guter tüche- ner Redincotte; kan nur ins Berichthaus zur Besichtigung gebracht werden.</p>","1744-09-24","","","198","25"
