id,text,adcontent,adtype,finance,keyword,date
2cc7942f-c26d-577b-91b9-658a21a61a41/a11,"11. Am Sonntag vor Weyhnacht in der AbendDemmerung ist von der Qude-Gaß über die Eisengaß den Rindermarckt hinauf bis zum Gerberbrunnen eine Canne mit einer silbernen Crone und einem blauen ledernen Band verlohren gegangen, um dessen Zurückgabe der ehrliche Finder gegen einer Erkanntlichkeit freundlich ersucht wird. ","02hausrat","02suche","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a12,"5. Man misset schon etwas Zeit einen gelben Parapluye, da innwendig auf dem Wurbel das Zeichen des Eigenthümmers gebrandt; wird also gegen einem Trinckgeldlin reclamirt. ","06ding","02suche","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a13,"2. In Mitte abgewichener Woche ist eine Silberfarbe Daübin mit weisser Blasse und rothlechter Brust verlohren gegangen, um deren Er stattung freundlich gebetten und eine angemesprochen wird. vers ne Belohnunse ","07tier","02suche","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a14,"1. Heut acht Tag um Mittags-Zeit hat eine arme Dienstmagd vom Münsterplatz bis gegen dem Lufftgäßlein ein halb altes wollenes buntes Tuch verlohren, und da selbige solches ihrer Herrschaft bezahlen muß, so offeriert sie dem Finder 6. bz. Trinckgeld für dessen Wieder-Erstattung. ","01textilien","02suche","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a15,"10. Auch ist ein mößingenes Uhren-Schlüsselein samt verschiedenen Schlusseln gefunden und ins Berichthaus zur Enthebung gebracht worden. ","06ding","01biete","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a16,"Eine Jungfrau von Zürich die auch schon anderwerts als Haushalterin gedienet, wünsch- e in gleicher Bedienung in einem Ehrenhaus terzukommen. ","10arbeitsstelle","02suche","","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a2,"Ein artiger junger Mensch, der sich auch wohl 3. auf das Gartenwerck versteht, suchte bey einem Herrn als Bedienter unterzukommen. ","10arbeitsstelle","02suche","","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a3,"9. Hingegen hat jemand anders ein Schwein verlohren, um dessen Erstattung der redliche Finder höflichst ersucht wird. ","07tier","02suche","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a4,"8. Es hat vor etwa 10. Tagen jemand eine etwa Centner-schwere Sau, die sich verlauffen, in Verwahrung genommen, allwo sie gegen einer Belohnung dem Eigenthümmer abzuholen angebotten wird. ","07tier","01biete","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a5,". Vor zehen Tagen ist auf dem Birßfeld einf kleiner Mopshund mit gestumpten Ohren, weßwegen er auch nichts hört, gefunden worden welcher seinem Herrn wieder einzuliefern anerbotten wird. ","07tier","01biete","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a6,"6. m Berichthaus ist ein silberner Rincken zu sehen, der von einem Knaben gefunden worden, wer dessen Cameraden aufweisen kan, dem stehtl selbiger zu Diensten. ","04schmuck","01biete","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a7,". Das verlohrne Regentuch, dessen vor 8. Tagen Meldung geschehen, ist wieder an seinen Eigenthümmer eingehändigt worden, hingegen ist noch ein anderes gefunden, und zur Enthebung in Verwahrung genommen worden. ","01textilien","01biete,05nachricht","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a8,"4. Vergangenen Sonntag ist in der St. Leonhards-Kirche ein gulden Ringlein gefunden worden, wer rechtmäßige Ansprache daran hat und es beschreiben kan, beliebe es bey dem Siegrist alldorten abzuholen. ","04schmuck","01biete","04fundsache","0","1754-01-03"
2cc7942f-c26d-577b-91b9-658a21a61a41/a9,"2. Es wolte jemand ab Unserer Landschaft einen Knaben von 14 Jahren an eine billiche Kost, und am liebsten zu einem der Herren Präceptoren selbsten geben, das mehrere ist im Berichthaus zu vernehmen. ","11kost,12platzierung","02suche","","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a2,"6. Ein 18. jähriges Waißlein, suchte bey Ehrenleuten, als Magd in Dienste zu tretten es wurde sich zu allen Geschäfften bereit und willig finden und mit einem geringen Lohn begnügen, im Berichthaus zu erfragen. ","10arbeitsstelle","02suche","","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a3,"Dem Ehrenden Publico dienet zur freundli7. chen Nachricht, daß diesen Winter hindurch auf Herrn Johann Ludwig Iselins Blaiche vor dem Riehemer-Thor Garn gebaucht wird; Diejenigen Ehren-Persohnen, die sich dieser Gelegenheit bedienen wollen, belieben nur das Garn in Herrn Samuel Löchleins des Gerbers Haus an der Rheingaß in Klein Basel zu geben da sie denn bestens besorgt zu werden versichert seyn können. Auch sind bey gedachtem Herrn Löchlein in circa acht Säck schone Nuß um billichen Preis nach Belieben zu haben. ","10arbeitsstelle,01textilien,03lebensmittel","01biete,05nachricht,02suche","01kauf","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a4,"6. Bey Herrn Samuel Haag Buchbinder am St. Paulberg ist zu haben: Le Spectaele de la Nature 9. Vol. auf schön weis Schreib-Papier und saubern Kupfer, à fl. 8. Dictionaire de Richelet in 4tò. mit Leder gebunden à 3. Pf. Es sind auch noch einige 2te Theil von dem bekannten Gespräch im Reich der Todten zwischen Hrn. Groß und Hrn. von Bandel zu haben à 15. kr. ","05drucksachen","01biete","01kauf","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a5,"Es hat dieser Lagen eine Dienstmagd in einem ledernen Seckel etwas Gelds gefunden und dem Eigenthümmer zur Enthebung ins Berichthaus gebracht, allwo es abzuholen. ","06ding","01biete","04fundsache","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a6,"2. Da nunmehro die Obligationen, betreffend den Fond der Augspurger-Gesellschaft im Berichthaus alhier angelangt; als können die Herren Liebhabere, so viel ihnen beliebig daselbst abholen gegen Bezahlung 25. fl. das Stück, und in beliebige Geld-Sorte; denn allemal der Zins in eben der Sorte und Valor bezahlt wird, wie man das al empfangen. ","14finanz,18uneindeutig","01biete","01kauf","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a7,"4: Es wird hiemit dem E. Publico zu wissen gethan, daß mit Anfang dieses Jahrs 1754. die Brieffe und Paqueter naher Brontrut Erguel, Biel, Neustadt, Münsterthal, und ins gantze Bischthum Basel nicht mehr auf das Posthaus alhier abgegeben, auch nicht daselbst enthoben werden, sondern bey Herrn Augustin Lindenmeyer Jünger Pergamenter auf dem Baarfüsser-Plag an bis daher gewohnten Tagen abzugeben und abzuholen seyn. ","","05nachricht","","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a8,"Denen respectivé Herren Interessenten derf dritten grossen Offenbacher-Lotterie dienet Nachrichtlich, daß die Loose längstens bis zu Ende dieses Jahrs zur 4ten Claß müssen erneuer werden; wiedrigens selbige der Direction verfallen wurden, ansonst sind noch einige Billets zur 4ten und folgenden Classen dieser remarquablen Lotterie, worinn noch 29000. Gewinnste, betragend zusammen 1280000. sich befinden, bey Herrn Joh. Ulrich Socin à fl. 22. zur 4ten zu allen 3. folgendenClassen zu haben. rà fl. 3 ","15lotterie","01biete,05nachricht","01kauf","0","1754-01-03"
4e61b4b1-9eda-5598-9233-30a068be082c/a9,"3. Im Namen der neuerrichteten Gesellschafft der freyen Rünsten in Augspurg wird hiemit denen schon würcklichen und noch künftigen Liebhabern und Interessenten, die ihr Geld ihrem Fond anvertrauen wollen, zu wissen gethan, daß sie wegen der Garantie dieses Fondsl nicht in Sorgen stehen dörffen; denn, ob zwarl gleich der Magistrat von Augspurg dafür nicht garantiret, (welches derselbe nicht einmal vorl seine eigene Stifftungen thut) so ersetzet derselbel die Stelle der Garantie dadurch, daß von dem Magistrat einer jeden, und sonderlich auch diesers neuerrichteten Gesellschaft der freyen Rünsten, Praesides und Directores gesetzt werden , die nach einer genauen Einsicht und Untersuchung, demselben von allem Rechenschafft geben mussen, und denen es obligt zu wachen, daß alles ordentlich und richtig zugehe, und dieses Obrigkeitliche Praesidium ersetzet die Stelle der Garantie genugsam; und zum Beweis, daß die rechten Kenner kein Mißtrauen in dieselbe setzen dienet, daß dieser Fond schon gröstentheils vollständig ist. Nebst dem ist zu mercken, daß diejenigen Persohnen die Obligationes annehmen, nicht nöthig haben alle Jahr von der Cantzley oder einem Notario die Nachricht von dem Namen der Interessenten bekräfftigen zu lassen, sondern braucht das nur alljährlich durch das Berichthaus zu geschehen: Die Zinse werden von Anfang 1754. gerechnet, welches alles zur beliebigen Nachricht dienet. ","14finanz","05nachricht","","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a1,"13. Im Bischoff ischen Buchladen sind nebst andern Buchern nun auch zu haben: Dier Gespräch von der Gottseligkeit zwischen einer Mutter und ihrem Kind 126. mit und ohne Kupfer. IEsus der eintzige Lehrer deß Glaubens und der Seeligkeit 8v0. Frfurt. 1751. Reinbecks auserlesene Predigten 4tò Berlin 1750. Hern Schmids Predigten 2. Theil 8vò. Halle 1752. Scrivers GOttgeheiligte Paßions-Andachten 8vò. Nürnberg 1738. gebunden. Frischens neuklingende Harffe Davids 4to Frfort. 1740. gebunden. ","05drucksachen","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a10,"am Bey Hrn. Burckhardt dem Zuckerbeck 2. Baumlein sind wiederum frisch angelangte Genueser-Citronen à 8. Rappen das Stuck, wie auch grosse italjänische Feigen à 32. Rappen das Pfund zu haben. ","03lebensmittel","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a11,"10. Eine commode Chaise auf 2. Rädern vor 6. auch 4. Persohnen gar leicht und commod, kan auch mit einem eintzigen Pferdt gezogen werden, samt Geschirr zu 2. Pferdten um billichen Preis und ist zu sehen bey Frau Gemuseus auf der Eisengaß. ","06ding","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a12,"Eine Behausung mit der Schild-Gerechtigkeit zum Löwen, samt Scheuer, 3. Ställen, Bauchhaus, Holtz-Schopf, 3. Kraut- und 2. Graß-Gärten in Gundenhausen bey Schopfen im Wiesenthal gelegen; wer Lust darzu hat kan sich innerthalb 4. Wochen bey der Stupferischen Frau Wittib allda anmelden. ","08immo","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a13,"9. In Herrn Emanuel Thurneysens Buchhandlung ist zu haben: Ungrund des Separatismus oder Beantwortung der fürnehmsten Ursachen, derentwegen sich die Separatisten von dem öffentlichen Gottesdienst absondern; den Irrenden zur heilsamen Unterweisung; andern aber zur Warnung, auff Gutbefinden E. Ehrw. Predig-Amts alhier aufgesetzt von T. Herrn Jacob Christof Beck, der Gotts-Gelehrtheit Doctor und Professor in 8vò. 1753. das Eremplar auf Druck-Papier à bz. 2. auf Schreib-Papier bz. ","05drucksachen","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a14,"14. Eine Mahl-Mühle zu Rümlingen mit 3. Gängen, davon ein jeder Gang ein besonderes Rad hat, und die Mühle in gutem Stand ist samt Scheuer, Stallung Kraut- und BaumGarten, und oberhalb der Mühle eine neue Behausung hausung. Item 4. Mannwerck Matten, die Moßmatt am Bach gelegen. Item ein und ein halb Mannwerck Matten, die Braiten genannt. Item ein Mannwerck Matten die Langmatt genannt; mehr; viertels Matten das Straßmättlein genannt, obige sind alle am Bach zum wässern. Item 11. Mannwerck im Muhl Acker, so jetzt Bünten und Matten, darmnen eine gutel Lett-Grube, welche der Müller vor 2. Jahrens funden hat, und gut befunden worden. Mehr auf 3. Orten, 10. Jucharten Acker gut FeldObbeschriebene Güter, Mühle samt aller Zugehörde ist vor E. E. Gericht zu Buckten um 11500. Pfund zusammen werth geschätzt worden. Nun verlangt der jetzige Müller und Besitzer entweders 10000. Pfund um einen billichen Zins darauf zu entlehnen, oder bietet selbige zum Verkauf an um 10000. Pfund Gelds doch mit dem Beding daß er und seine Erben selbige als Leheuleute um einen billichen Zins in Bestand zu nehmen vor andern das Vorrecht haben sollen, mit dem Versprechen, daß kein Zins den andern berühren solle. ","14finanz,08immo","01biete,02suche","01kauf,08pacht","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a2,"12. Im Berichthaus ist zu sehen und in billichem Preis zu verkauffen. Die vernünfftigen Cadlerinnen 8vò à 1. Pfund 10. ß. Buddei Elementa Philosophiae instrumentalis & practicae 2. Tom. à 1. fl. Luciani Dialogi & Cebetis Tabula Amst. apud Wetst. 1732. 1. Pf. Phaedri Fabulae & Antonini liberalis Methamorphoses 10. ß. Erasmi Colloguia Basileae 6. ß Pardies Opera Mathematica. Homeri Odyssea ali que ejus oper2: Basileae 1582. 30. xr. ","05drucksachen","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a3,"11. Eine schöne grosse gantz eiserne Geldt- oder Silber-Geschirr-Cassa mit ertra guten Schlossen von dem besten Meister verfertigt im Berichthaus zu erfragen. ","06ding","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a4,"8. Extra guter alter rother Crentzacher-Wein, der Saum à 15. X XX Sol. Item alter weisser Marggräfer-Wein von Ao. 1750. der Saum, à 8. 2 xX Sols nach Belieben zu haben und ohne Entgeldt im Berichthaus zu erfragen. ","03lebensmittel","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a5,"7. Ein 40. saumiges Stücklein Faß, die Böden mit eisernen Reiffen, sonst aber in Holtz gebunden, gut von Geschmack. Item grosse eisernes Reiffe bey Mstr. Johannes von Mechel dem Küffer am Blumenplatz zu erfragen ","02hausrat","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a6,"6. Weisser Marggräfer-Wein de Ao. 1752. à 6. Pfund der Saum nach Belieben zu haben und bey Mstr. Frantz Grill dem Küffer in der Weissengaß zu erfragen. ","03lebensmittel","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a7,"5. Guter Neuenburger-Wein de 1752. die Bouteille à 14. kr. im Berichthaus ohne Entgeldtf zu erfragen. ","03lebensmittel","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a8,"4. Ein höltzernes Kinder-Rößlein mit Schwingen. ","06ding","01biete","01kauf","0","1754-01-03"
918bf40d-2d1a-57ce-924f-ecb57aa77cbb/a9,"3. Eine Waag zu 4. à 5. Centner und allerhand aus zu erfragen. dito, im Beric ie ","06ding","01biete","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a1,"5. Es wird ein schwartz creppener Mantel zu kauffen begehrt. ","01textilien","02suche","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a10,"Vergangenen Montag bey St. Peter: Mstr. Joh. Jacob Schwartz der Schneider. ","","05nachricht","","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a11,"Heute eben daselbst: Frau Maria Magdalena Weitnauer Hrn. Wernhard Landerer des Schiffmanns nac ","","05nachricht","","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a12,"Herr Hans Lucas Lüdin und Jungfrau Ester Socin, beide von hier. ","","05nachricht","","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a13,"Item zu St. Theodorn : Frau Anna Bientzin, weyl. Mstr Leonhard Vest des Huffschmieds seel. nach Tod hinterlassene Wittib. ","","05nachricht","","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a2,"14. Im Berichthaus ist zu sehen und zu haben: Das Neue Testament und Psalter samt Avocrypha Novi Testamenti teutsch; ersteres bey Herrn Imhof gedruckt. Item Lampens Geheimniß des Gnadenbunds. Frfort. 1731. ","05drucksachen","01biete","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a3,"13. Ein hiesiger verehlichter Magister offeriert sich junge Söhnlein und Töchterlein an die Kost und zugleich, im lateinischen, teutschen, lesen, schreiben und rechnen in die Information zu nehmen, und ist in Berichthaus zu erfragen. ","10arbeitsstelle,11kost","02suche","","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a4,"12. Herr Joh. Jacob Gyger, der sich dermalen hier befindet, und auf St. Peters-Platz wohnhafft ist, offeriert dem E. Publico seine Dienste in Angebung gantz neu erfundener Caminen, auf eine Art die wohl zieht und sehr warm gibt; auch in Verbesserung derer Camine, die nicht gut ziehen; auch allerhand neuer Ofen, die wenig Holtz brauchen und doch gut heitzen oder alte zu verbesseren, wie auch einer geschmeidigen Einrichtung in Kuchen, zum kochen, braten, backen, mit gantzen Kunst-Oefen oder an Spissen, alles mit wenigerem Holtz, als sonst, und in kürtzerer Zeit zu Stand zu ","10arbeitsstelle,02hausrat","01biete,02suche","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a5,"11. Bey Herrn Sebastian Bauler oberhalb ders Huth- und Schneidergaß ist zu haben: Extra feiner Burgunder-Wein die Bouteille à 5. und ein halben Batzen, Dutzendweis aber à 5. bz. Sodann von allerhand andern seinen führenden Waaren, als : Aller Gattung seidene und andere Band aller Sorten Faden, feine englische Stickwolle, Pariser-Haarseckel, Maches oder Rosen auf Hüth und Haarzöpf, ertra schöne schwartze und weisse Gympen, wie auch saubere Flohr-Band und Layd-Flohr, alles in billichem Preis. ","01textilien,03lebensmittel","01biete","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a6,"10. Es hat Hr. Brändlin der Musicus beym Umtragen derer Scheinen vors Collegium Musicum aus Versehen vermuthlich einem Herrn zween derselben anstatt einem zugestellt; da er aber nicht weißt, wo eigentlich solches geschehen, so sind die respective Herren ersucht nachzusehen und wo etwa sich der übrige Zedel finden sollte, ihme denselben unbeschwert wieder zuzustellen. ","","05nachricht,02suche","04fundsache","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a7,"9. In dem Berichthaus sind zu sehen und zu haben : Biblia hebraica recensita ab Ever. van der Hooght. Amst. 1705. med. 8vò. à 2. Ducaten. Scaligeri opus de emendatione temporum. Colon. Allobrog. 1629. fol. 3. Pf. Acta der Eremption Löbl. Eydgnoßschaft. 1651. fol. fl. 1. Sabellici Historiae Venetae. Basil. 1670. 4tò. 36. kr. ","05drucksachen","01biete","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a8,"3. Im Berichthaus ist zu sehen und in billichem Preis zu verkauffen : Eine Canne mit einem im Feur verguldten ciselirten Knopf von Composition. ","02hausrat","01biete","01kauf","0","1754-01-03"
a246020e-62ec-5971-bb53-cbc2305e47a5/a9,"Vergangenen Freytag bey St. Martin: Herr Andreas Roschet der Handelsmann. ","","05nachricht","","0","1754-01-03"
1f69088e-4fc5-5cbb-8a83-a8c30d23b45d/a0,"19. Es wird in eine hiesige Perruquiers. Boutique ein Lehrjung begehrt, allwo er allein zur Profeßion angehalten werden solle, man wird billiche Conditionen machen. ","10arbeitsstelle","01biete","","0","1754-01-10"
1f69088e-4fc5-5cbb-8a83-a8c30d23b45d/a1,"18. Es ist jüngsthin in Ansehung derer HerrenOfficiers E. E. St. Alban-Quartiers in dem Kriegs-Buchlein ein Fehler vorgegangen, welcher, so bald möglich, soll redressirt werden. ","","05nachricht","","0","1754-01-10"
1f69088e-4fc5-5cbb-8a83-a8c30d23b45d/a2,"An nemlichem Tag bey St. Peter : Herr Joh. Georg Fäsch, Provisor in der Schul zu St. Peter. ","","05nachricht","","0","1754-01-10"
1f69088e-4fc5-5cbb-8a83-a8c30d23b45d/a3,"und begraben word n: Vergangenen Sonntag, zun Baarfüssern: Herr Joh. Jacob Falckeysen, J. U. L. ","","05nachricht","","0","1754-01-10"
2e423d99-916e-53f9-8c69-067b5daf66f4/a1,"12. Im Berichthaus ist zu haben vom besten Burgunderwein à 30. kr. die Bouteille, Item Vin de Se. Peret, de Cote r0tie, und de Muscat blanc & rouge à 40. kr. die Böuteille: Item veritablen holländischen Rauch- ","03lebensmittel","01biete","01kauf","0","1754-01-10"
2e423d99-916e-53f9-8c69-067b5daf66f4/a10,"2. Eine Behausung in Klein Basel neben dem weissen Creutz; ist auch in Ermanglung eines Kauffers auf Faßnacht zu verleihen- und ist dasl mehrere zu vernehmen bey Mstr. Joh. Georg Erlacher Tischmacher im Klein Basel. ","08immo","01biete","01kauf,02miete","0","1754-01-10"
2e423d99-916e-53f9-8c69-067b5daf66f4/a11,"1. Bey Herrn Joh. Jacob Roschet an der Gerbergaß gegen zu Gartneren uber, stehet ein grosser Marmorsteinerner Mörser samt Zugehörd zu verkauffen. ","06ding","01biete","01kauf","0","1754-01-10"
