id,text,adcontent,adtype,finance,keyword,date
0e451c00-95cf-5a97-998a-d5a6241788b7/a29,"Ein ehrliches junges Mensch von braven Leuthen aus dem Berner Gebieth suchte bey auch braven Leüthen allhier under zu kommen; Ste wolte gerne diesen Winter hindurch in allerhand Hauß-Geschäfften an die Hand gehen, und verhrung und Subsistentz. ils d s- ","10arbeitsstelle","02suche","0","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a30,"Ein allhier wohlrecommendirter Frudiosus Juris aus Preussen von guter Capacität und Wissenschafft offerirt sich sowohl im Copiren als in Underweisung der Jugend in Teütschund Latelnischer Sprach, Schreib- und Rechenkunst, Historie, ben in der Musie. jematie &c. ch ","10arbeitsstelle","02suche","0","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a31,"2. Ein fließiger und fertiger junger Studiosus Juris offerirt sich um die Kost und Losament als Praeceptor D mesticus. ","10arbeitsstelle,11kost","02suche","03tausch","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a32,"In eine allhiesige Notariats-Stube, da viel es zu thun ist, verlangt man einen jungen Menschenmit oder ohne Lehrgelt. ","10arbeitsstelle","01biete","0","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a35,". Ein schöner Papagey sambt dem Kesich. ","06ding,07tier","02suche","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a36,"3. Eine gute starcke maßw-silberne, doch neüemodi- ","06ding","02suche","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a37,"2. Le Dictionaire du Voyageur. ","05drucksachen","02suche","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a38,"Hingegen n 1. Sueur, Histoire de lEglise 6e de lEmpire avec la ar Msr. Pictet. ","05drucksachen","02suche","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a39,"28. Ein Restlein von ein und ein halben Saum delicaten rothen Weins. ","03lebensmittel","01biete","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a41,"26. Remarques fur les Motits des Resolutions du Roy Satzen ","05drucksachen","01biete","01kauf","03preis","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a27,"3. Im Berichthauß ist zu haben: BibliothecaHelverica Doctoris Joh. Jac. Scbeuchaeridas ist, Alphabetischef rzehlung aller Eydgnoßischen Seribenten und Büchern, Lit. à. B. Erster Theil in 4to. 1733. reutzer. um ","05drucksachen","01biete","01kauf","01berichthaus,03preis","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a25,"Ein sauberer fast neüer braun-tüchener Mantel ","01textilien","01biete","01kauf","03preis","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a21,"9. Ein noch fast neues taffetes Regentuch mit schwartzen Strichen. ","01textilien","01biete","01kauf","0","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a20,"10. Eilfffund ein halb Ehlen guter gestrichter Halblein. ","01textilien","01biete","01kauf","0","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a11,"19. Drey auf Tuch gemahlte extra schöne Holländische Tapisserien, von dreyerley Historien , für dreyerley Zimmer; und komt die Garniture auf 15. biß 16. Louisdor. ","01textilien,02hausrat","01biete","01kauf","03preis","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a27,"1. Verwichenen Samstag Abends hat eine arme Diensimagd von dem Bärenfelsser Hooff bey St. Peter biß zum Brunnen am Todtengäßlein, eine grün sammete mit falschen Borden umsetzte Weibertasche samt darinn sich befundenen 21. Batzen Geldes verlohren; und weilen solches einen guten Theil ihres Lidlohns ausmachet, hiemit der Verlurst dem guten Menschen um so schwerer fällt, als werden authertzige Leüthe so diese Tasche 10. gefunden um so ehender ihro selbige n. ","01textilien,14finanz","02suche","04fundsache","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a26,"2. Vergangenen Neü-Jahrs-Tag hat ein junger Knab damit er zum Kurtzweilen desto fertiger seye, seinen halb Leinernen Rock in dem Werckhoff ausgezogen und an ein Orth bingeleget, wie er dehne aber wiedrum anziehen wollen, ware er nicht mehr bey der Stelle, sondern vermuthlich von andern Knaben aus Spaß hinweg practiciret: Run wird Zweiffels. ohn der Spaß ein Ende haben , dahero ersuchet des Knaben Vatter den Rock wiedrum an den Orth wo er gelegen oder in das Adresse Contor zu lüffern und den Schertz auffzuheben. ","01textilien","02suche","04fundsache","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a25,"5. Den Abend vor dem Neüen Jahr ist in dem RichtHauß, auf dem Kornmarckt oder dort herumb eine beschlagene Weibertasche mit einem silbernen eiselirten Ungarischen Wasferfläschlein, einem dito Fingerhut ohngefehr einem halbenGulden Geltes und andern Kleinigkeiten verlohren gegangen, vor deren Erstattung eine erklecklich Recompenz versprochen wird; wo aber selbige nicht an ihre Behörde gelüfsert werden solte, o seynd die Herren Goldschmiede und andere Ehren-Leüthe gantz freündlich ersucht, ein wachendes Aug darauff zu haben, und auf Ersehen, es an seinem Orth großgünstig zu avisir ","01textilien,06ding,17auskunft","02suche,05nachricht","04fundsache","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a13,"12. Ein Hers ab der Landschafft gabe jüngsthin vor der Kone einem Knaben ein keines Weiberschlüpfferlein aufzuheben, und da er selbiges wieder haben wolte, ware der Knab nicht mehr vorhanden, sondern mit dem Schlüpfferlein unsichtbat worden Solte jemand etwas davon entdecken oder das Schlüpfferlein zur Hand beingen können , so wird man sich danckbar einstellen. ","01textilien","02suche,05nachricht","04fundsache","05ort","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a28,"2. Die zu Oberdorff in dem Basel-Gebieth ligende Würthschafft, das Baadhauß genandt, samt darzu gehörigem und an einander ligendem Kraut-und Baumgarten und anderer Gerechtsame , um 4500. Pfund zu verkauffen; oder um billichen Zinß zu verleyhen: worvon bey Meister Heinrich Thommen daselbsten das Mehrere zu vernehmen ist. ","08immo","01biete","01kauf,02miete","03preis,04person","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a26,"4. Eine Parthey aller Gattung Weine von Ao. 1718. biß 1733. in verschiedenem Preiß, je nach deren Quälität; muß aber allemahl ein Stücklein mit einander gehen. ","03lebensmittel","01biete","01kauf","0","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a23,"17. Zwey Weiberanhencker auch in der Münsterkirch zu verkauffen oder gegen einem Mannensitz oder Anhencker in namlicher Kirch zu vertauschen. ","09kirchenstuhl","01biete","01kauf,03tausch","05ort","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a15,". Eine Kutschen-Berline sambt dem Kutschen-Geschir um raisonnablen Preiß; und ist sich darumb bey Herin Postmeister Weissen im Neüdorff Hüningen anzumelden. ","06ding","01biete","01kauf","04person,05ort","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a10,"20. Ein Eisernes Oefelin von gegossenen Blatten, nebsteiner grossen Blatten in ein Frantzösisches Kamin, davon man das Pfund, fahls man beyde mit einander nehmte, um 1.ß; n erlassen will. aber 1 ","02hausrat","01biete","01kauf","03preis","1734-01-05"
a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/a6,"24. Herr Ambrosius Clausenburger zun Weinleuthen hat guten Muscatellerwein, die langen Bouteilles um 1. X XX. sols, und die Kleinern um ein halben erkauffen. XXX. sols zu ","03lebensmittel","01biete","01kauf","03preis,04person","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a40,"27. Bey Herin Hans Rudolff Meyer dem Zuckerbeck gegen dem Spittahl über ist guter rother Hipocras die Maas um 8. ß. zu haben. ","03lebensmittel","01biete","01kauf","03preis,04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a34,"1. Ein Losament hinder Rümmelins-Mühl, von 2. Stuben, einer Kammer, Keller und Oesterich ꝛc. und ist sich darum bey Herin Jacob Nodler daelbsten anzumelden. ","08immo","01biete","02miete","04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a33,"2. Bey Herin Fridrich Muntzinger dem Jüngern im keinen Gerwergäßlein ist eine Bewohnung von einer Stube mit zweyen Alickhofen , Küchin und Kammer auf einem Boden, nebst einer Kammer und einem gewölbten Keller, auch Platz zum Holtz um billichen Zinß zu verleyhen. ","08immo","01biete","02miete","04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a23,"2. Dem Publico dienet zu wissen, daß nächstkünfftigen 24. dieses Monats Januari, das auf Burgthal in der Herischafft Wessenberg gelegene Baadt samt zugehöriger Ge. rechtsame, Matten und Hanff-Bünden, daselbsten offentlich verganthet und dem Meistbietenden üb- ","08immo","03ankuendigung","07versteigerung","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a22,"3. Nachdeme, wichtiger Ursachen halben, der zweyte Classen-Zu der Reü lnger Stadt-Lotterie, biß auff den zen Hornung nächstkünfftig verschoben werden müssen als wird sol. ches hiemit nachricht ich zu wissen gefüget, damit die noch resil. rende Loose biß auf den 27. dieses Monats lännstens annochrenovirt werden können. Wer aber sein Glück in dieser favoraolen Lotterie zu versuchen gesinnet, kan in dem Berichthauß noch einige Loose nebst Pl ","15lotterie,17auskunft","01biete,05nachricht","01kauf","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a21,"4. Heut acht Tag hat ein Fuhrmann von Liechstall biß Wallenburg ein Srock Bley verlohren; wer ihne solchen wieder zur Hand schal ","06ding","02suche","04fundsache","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a19,"9. Bey Herin Johannes Zwinger dem Apothecker auff dem Kornmarckt sind annoch drey Stuben für Kostgänger,nebst billicher Kost zu haben. ","08immo,11kost","01biete","02miete","04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a18,"5 Bey Herin Rudolff Erlacher dem Jüngern auff dem Fischmarckt ist von der desien Qualität Regenspurger Saiffen beym Pfund oder Centner, in dilli ","06ding","01biete","01kauf","04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a17,"8. Bey Frau Meyerin der Kremperin an der Hutgaß sind schöne frische Baichen, das Stuck à 4. ß. 6. Pfenning zu haben. ","03lebensmittel","01biete","01kauf","03preis,04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a16,"9. In dem Schnabel allhier ist eine Persohn welcht eine Parthey sehr gutes schwartzes Kirschwasser, beym Saum, Ohmen oder Maas in billichen, ","03lebensmittel","01biete","01kauf","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a15,"10. Bey einem allhiesigen Freünd ist zu finden: Extra guter Vin de Frontignac,die Bouteille à 9. Batzen. Item alter Vin Corte Rottie von der auserlesensten Qualität die Bouteille à 10. ß. ","03lebensmittel","01biete","01kauf","03preis","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a14,"11. Bißkünfftige Faßnacht ist am Trillengäßlein eine Gelegenheit von einer Stube, Nebe kammer, grossen Kuchin, amt Antheil am Keller und Oesterich um billichen Zinß zu verleyhen. ","08immo","01biete","02miete","05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a12,"13. Eine arme Frau hat verwichenen Samstag einen grossen teütsche halb alten Haußschlüssel verlohren, dehne sie auch gerne wieder haben möchte ","06ding","02suche","04fundsache","0","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a11,"14. Bey Herin Emanuel Bruckner im Berenfelsser Hvon zu St. Peler ist extra guter Burgunder-Wein die Bouteille à 30. xr. zu haben. ","03lebensmittel","01biete","01kauf","03preis,04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a8,"graben n orden: Heüt acht Tag bey St. Peter Frau Margreth Dreitterin weyl. Herr Frantz Hagenbachs des Chirurgi sel. nach Tod hinderVi ","0","05nachricht","0","04person,05ort","1734-01-05"
0e451c00-95cf-5a97-998a-d5a6241788b7/a2,"Heut acht Tag ist von E. E. Kirchen-Nath die Stelle eines Preceptoris Primae Classis Gymnasii durch das Looß besetzet worden mit Hrn. M. Jacob Christoff Battier. S. S. M. c. mit dehme in die Wahl gelangten: Hr. M. Samuel Parapllin, 8. 8. M. c. und Her M. Nicolaus Roth, 8. 8. N. c. ","0","05nachricht","0","04person,05ort","1734-01-05"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a9,"4. Ein Laden mit einem Ladenstüblein auff E. E. Zunfft zun Scherern. ","08immo","01biete","02miete","05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a10,"kirc ","09kirchenstuhl","01biete","02miete","05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a11,"2. Ein kommliches Losament im Grünenring-Gäßlein zum mittlern Pallastz bestehende in einer Stube, zwo Kammern und Kuchin, alles neben einan- der, Keller und Oesterich, nebst dem Zugang zu dem Brunn und Bauchofen. Kan gleich bezogen werden. ","08immo","01biete","02miete","05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a12,"Es wird zum Außleyhen anet Eine Summ von 3000. Gulden auf gute hiesige ","14finanz","01biete","02miete","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a13,"4. Eine gute starcke maßw-silberne, doch neu-modische Uhren-Kette. ","06ding","02suche","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a14,"3. Le Dictionaire du Voyageur. ","05drucksachen","02suche","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a15,"2. Sueur, Histoire de lEglise &e de lEmpire avec la Continuation par Msr. Picter. ","05drucksachen","02suche","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a17,"14. Ein Mannensitz hinder der Cantzel im Münster um 12. Pfund. ","09kirchenstuhl","01biete","01kauf","03preis,05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a22,"7. Ein, zu verschiedenen Künsten wohl abgerichtetes kleines Hr ","07tier","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a23,"8. Die wohlgelegen und mit allen Kommlichkeiten wohlversehene Behausung zum undern Brunnenels genandt, beyn ckt-Brunn. 9 ","08immo","01biete","01kauf","05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a24,"5. Ein Spanbeth. ","02hausrat","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a27,"4. Eine Kutsch mit Cramoisinfarbem Sammet gefüttert und mit Spiegel-Gläsern versehen. ","06ding","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a29,"Ein groß-wohlgemacht-eiserneß Gegitter oder Batter zu einem Bogen eines Handels-Comptoirs. ","06ding","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a30,"Ein sauberer Cristalliner Steckenknöpff mit einer Schraube. ","06ding","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a31,"6. Verwichenen Freytag zwischen 2. und 4. Uhren Nachmittag , hat eine Dienstmagd von dem Kohlerhooff biß in St. Johann Vorstadt, ein weisses Papier, in welches 4. biß 5. Pfund verschiedener Gelt-Sorten eingewickelt waren, verlohren ; wer ihro solches wieder zu Handen stellet, soll eine ehrliche Recompenz haben ","06ding,14finanz","02suche","04fundsache","05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a6,"Vergangenen Sonntag bey St. Eizbethen, Meister Benedict Mäglin der Küffer. ","0","05nachricht","0","04person,05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a7,"Zeß, und Jungfrau DoroBey St. Peter: Herr Hans; ihea Battierin. ","0","05nachricht","0","04person,05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a8,"St. Margrethen: Herr Ricotaus Mäglin der älter, und Bey ","0","05nachricht","0","04person,05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a9,"Bey St. Leonhardt: Meister Karl Meyer von hier, und Jung. rena Mangold von Arbetschwyl. ","0","05nachricht","0","04person,05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a12,"Ein sauberer eicherner Kasten mit zwo Thüren, 3. und einem doppelten wohlverzinnten Schloß und Beschläg. ","02hausrat","01biete","01kauf","0","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a14,"Ein gantzösher und annoch unüberzogener Kutchen-Kasich um 20. Gulden. ","06ding","01biete","01kauf","03preis","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a16,"8. Heut acht Tag hat ein Fuhrmann von Liechstall biß Wallenburg ein Etock Bley verlohren; wer ihme solchen wie- ","06ding","02suche","04fundsache","05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a19,"4. Wer einen zu Seyden und anderer Arbeit dienlich guten und fast neuen zweynädligen Strumpffwäber. Stuhl zu darum anmelden. ","06ding","01biete","01kauf","0","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a21,"Signor Carl Antonio Negrini der Italjänische Sprachmeister thut hiemit denen Liebhabern dieser Sprach zu issen daß er dermahlen bey Hermn Johannes Mürbach dem Schneider an der Freyenstraß anzutreffen sey, und noch ser le Information anerbiethe ","10arbeitsstelle","02suche","0","04person,05ort","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a25,"5. Ein sichererFreund allhier hatkoase von der Franck- furter Armen-Hauß-Lotterie, welche nächstens lgezogen wer den solle, das Stuck à 5. fl. und offerirt denen Liebhaberen, wann einige Loose beysammen genomen werden , die ZiehungsListen gratis zu communiciren, auch ist im Berichthauß gratis zu vernemmen wo selbig ","15lotterie,17auskunft","01biete","01kauf","03preis","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a1,"5. In der Neuen-Jahrsnacht ist einem ehrlichen Burger in der mindern Stadt seine Flinthe von 1. paar guten Freünden , denen er sie ohne emnigen hösen Verdacht, behändiget, dem Ansehen nach nur aus Kurtzweil hinweg getragen worden, weilen aber biß dato selbige nicht zum Vorschein gekommen ist, so dornte es wohl nicht im Schertz, sondern im Ernst geschehen seyn; die vermeynten Freünde werden dahero ersucht, die Flinthe wiedrumb an ihre Behörde zu lüffern, widrigen Fahls sie als Feinde tractiret, und deren Nahmen durch den Druck bekandt werden sollen. ","06ding","02suche,05nachricht","04fundsache","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a16,"Ein Kupfferner Wasserzuber mittelmäßiger Grösse, samt der Göbsen; dargegen offerirt man ein Oehrenes Dupffelein und ein kupffernes Fischbeckin. ","02hausrat,06ding","02suche","01kauf,03tausch","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a26,"1. Ein Coffre. ","06ding","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a25,"6. Ein Stuck Tapezerey. ","01textilien,02hausrat","01biete","01kauf","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a18,"13. Ein sauberer fast neüer braun -tüchener Mantel um ","01textilien","01biete","01kauf","03preis","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a4,"2. Verwichenen Frofastenmarckt ist ein Päcklein Seyden gefunden worden , wer Ansprach daran hat, und selbiges beschreiben kan , deme wird es abn. ","01textilien","01biete","04fundsache","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a3,"Vergangenen Mittwoch ist ein paar halbseydene mit baumwollenem Zeüg überzogene Peltzhändschlein ohne Pättlein verlohren gegangen, dessen Entdecker oder Uberlüfferer wird ein Trinckgeltlein of- ","01textilien","02suche","04fundsache","0","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a24,"7. In dem Berichthauß seynd wiedrum einige gefundene grosse und kleine Schlüssel eingegangen, darunter befinden sich etliche gantz kleine Schlüsselein zu Schreib-Pulten oder Kirchen-Känsterlein , wer Ansprach daran hati kan sie daselbsten nebst einem gefundenen alten baumwollenen Weibersack ꝛc. enthe ven. ","01textilien,06ding","01biete","04fundsache","0","1734-01-12"
3335778e-2413-5326-bb5c-4806610ee38a/a23,"3. Von jüngst gedachten verlohrenen Stücken erwartet man annoch; die zwo Weibertaschen, in deren einten sich befanden, ein silbernes ciselirtes Ungarisch Wasserfläschlein, ein dito Fingerhut und ein halber Gulden Geldes. In der andern 21. Batzen Geldes, wie auch den halbleinernen Knaben-Rock, und wird für deren Erstatt-oder Entdeckung sich danckbar einstellen. ","01textilien,06ding,14finanz","02suche","04fundsache","0","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a28,"Ein Berain zu Oberweil,so jährlich 4. Sack Korn und 2. Sack Haber trägt, und gleich diß Jahr eingezogen werden kan; umb 200. fl. ","08immo","01biete","01kauf","03preis,05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a21,"10. Die zu Oberdorff in dem Basel-Gebieth ligende Würthschafft, das Baadhauß genandt, samt darzu gehörigem und an einander ligendem Kraut- und Baumgarten und anderer Gerechtsame , um 4500. Pfund zu verkauffen; oder um billichen Zinß zu verleyhen: worvon bey Meister Heinrich Thommen daselbsten das Mehrere zu vernehmen ist. ","08immo","01biete","01kauf,02miete","03preis,04person,05ort","1734-01-12"
c9aa5428-f623-5da7-b1f2-0009be7a35c7/a20,".Im Berichthauß ist zu haben: BibliothecaHelverica Doctoris Joh. Jac. Sebeuchaeri,das ist, Alphabetische Erzehlung aller Enhgnoßischen Seribenten und Buchern, Lit. 2- Bister Theil in 4to, 1733. um 30. Kreutzer. ","05drucksachen","01biete","01kauf","03preis","1734-01-12"
