id,text,date,isheader,noadvert,page,readingorder
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t4,"<p>25. Reue Rosinen und Meertrauben, Zweisch- gen, Kirsch- und Nußwasser, à 22 und 24 Batzen die Maas, feines Baumöhl à8 und 9 Batzen, gelbes Caffee à 86 Rappen, Koch- gerste à 20, 23 25, 30 und 40 Rappen und in Commißion Sack-Zwilch, à 45 und 50 Rappen die Elle beym Stück zu neh- men; bey Hrn. Gebrüdern Otto zu haben.</p>","1794-01-30","","","49","4"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t5,"<p>26. Eine Wanduhr mit grossem Ziferblatt, welche Bieriel und Stunden schlägt, in eine Wirthestube dienlich; ein lackirter Schämel mit Glasgehäus zu einer Uuhr, 15 Zoll hoch, 13 breit, und9 dito tief. Merkwürdigkeiten der Landschaft Basel, 24 Theile; alles um billigen Preis.</p>","1794-01-30","","","49","5"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t6,"<p>27. Iy à à vendte une paire de pistolets , canon d Espagne, garniture en argent ; une petite carabine de chnasse à alie ron- de; un autre dito à bale ovale; un fusi double, canon rayé  Pun fur Pautre, de la fabrigue de Berlin; un fusl double, c- non de Meire, monté à la capucine  A bascule; un fusil simple, canon d Espagne, garmiture en cuivre doré; un fusil simple appelle vulgairement canardiére; toutes leg susdits armes ont excellentes,  Les amateurs pourront Sadresser anu Domho pour les voir  ou on leur en fera un ju- se prin.</p>","1794-01-30","","","49","6"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t8,"<p>28. Es sind zu verkaufen ein Paar Pistolen mit silbernem Beschläg und spanischem Lauf; ein keiner Jagd-Karabiner mit run- der Kugel; ein dito mit ovaler Kugel; ei- ne doppelte Flinte mit gezogenen Läufen, einer über dem andern liegend, aus der Berliner-Fabrigue; eine doppelte Flinte mit einem Lauf von Merire, monte à l capucine  à bascule; eine einfache Flinte mit spanischem Lauf und vergoldtem Be- schläg; eine einfache Entenflinte. Alle die- se beschriebene Gewehre sind vortrefflich die Liebhabere können sich im Domhof melden, um solche zu sehen, wo man ih- nen bilige Preise machen wird.</p>","1794-01-30","","","49","8"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t9,"<p>29. Mstr. Ludwig Schneider, der Grieser in der St. Johannvorstadt, thut E. E. Pub- likum zu wissen, daß man bey ihme haben ann: Reiß-Gries, Reiß-Mehl, Kernen- Gries, und aller Sorten Mehl</p>","1794-01-30","","","49","9"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t10,"<p>30. Eine geräumige und noch wohlconditio- nirte Berline stehet um 20 NLonisdfor zu verkaufen.</p>","1794-01-30","","","49","10"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t11,"<p>31. Bey Hrn. Jakob de Sebastian Baler an der Huthgaß ist saubere Kerzen-Baum- wolle à 16 Btz. das Pfund, wenn aber was zusammen genommen wird, etwas wohlfeiler zu haben; auch schöne weisse ge- wässerte lange Rysten, für Seiler und Schuhmacher dienlich, à5 Batzen. Auch sind bey ihme wieder frisch angelangt von der beßten Oualität Schreibfedern, als Hamburger, holländische und englische, in moderaten Preisen.</p>","1794-01-30","","","49","11"
63d148f9-abc0-5955-a37e-d9c5ec47c32e/t12,"<p>32. Buchene Kohlen zum Glätten und Ko- chen, der Korb à 10 Batzen, sind bey Hrn. Joh. Friedrich Weitnauer, Glockengiusser an der Freyenstraß, zu haben.</p>","1794-01-30","","","49","12"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t1,"<p>33. Bey Frau Ramiperger an der Rebgaß sind verschiedene Sorten Aeyfel zu haber.</p>","1794-01-30","","","50","1"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t2,"<p>34 Von denen für Nässe und Kälte so dien- lichen Schuh-Madratzen sind wiederum bey Frau Wittib Glaser zu habrn, wohnhaft bey Mstr. Dietrich Krtterlin, dem Schnen- der in der St. Aldanvorstadt.</p>","1794-01-30","","","50","2"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t3,"<p>35. Ein altes schwarzes Kleid, Tschoven, unte und Fürtuch; ein paar Regentü. cher, und etliche Sommer- und Winter- Coeffen, um billigen Preis zu haben.</p>","1794-01-30","","","50","3"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t4,"<p>36. Ein schöner Stamm Lindenholz, 18 Shuh lang und 18 Zoll breit, der Do.- der davon 16 Schuh lang, alles schön grad; beym Schreiner in Binningen zul erfragen.</p>","1794-01-30","","","50","4"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t5,"<p>37. Gute Branntenweingrüne in Holz gebun. dene Faß von 2 bis 4 Saum sind zur Klayen à 20 Btz der Saum zu haben.</p>","1794-01-30","","","50","5"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t6,"<p>38. Bey Mstr. Samuel Uebelin, dem Sat. ler an der Gerbergan, ist in Commißion 3u haben; Eine wohlconditionirte und so- lide Berline coupee, sehr gut zum Reisen, und eine etwas geringere ganze Berline; beyde um sehr billigen Preis.</p>","1794-01-30","","","50","6"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t7,"<p>39. Bey Hrn. Joh. Georg Vest beym Spah- lenthurn ist schönes Roggenstroh und Schaub wie auch weisse, schwarze und braune Wolle, alles um billigen Preis zu haben.</p>","1794-01-30","","","50","7"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t8,"<p>40. Jtalänische Seife, die in der Güte der Mäarfeillaner gleich, zu5 Btz. das Pfund, Viertels- und Achtelscentnerweis; weisse venetianische, à 53 Rappen, und Pfund weis à5Batzen; zum Schlegel am Bänm- lein.</p>","1794-01-30","","","50","8"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t9,"<p>41. Bey Fran Bossardt an der Gerbergaß ist ferner zu haben: Ertra feine Ligueurs, als; Fliot Persico, au pour mes amis pour les Dames, c Cordiale, à 15 Batzen die Flasche: ferner ertra feine und aute Chocolade zu 20, 25 und 30 Batzen; Cho- colade de sante, à 24 Batzen; item eim Pulver, als Mediein für Pferde und Horn- vieh, welches in allen vorfallenden erant- heiten und auch als Präserwais-Mittelnge- braucht wird, und mit oberkeitlichen At- testaten und Gebrauchzedut ersehen, die Dosis von anderthald O.e à 74 Batzen: ferner Poudre de perles, wrlches sehr gut für die Zähne zu reinigen und das Zahn- fleisch gesund zu erhalten, das Schächtel- chen à 10 Batzen.</p>","1794-01-30","","","50","9"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t11,"<p>42. On offre à vendre pour le xe Mars pro- chnain ceux obligations de S. Ml. lTmpe- reur de L. 160o de Sisse chacune, Iy- pothequees sur la banque de Vienne, Tin. teret à 4 pour cent, an, payable de 6- en 6 mois par Mrs. Teerleder  Comp. banquier à Jerne.</p>","1794-01-30","","","50","11"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t12,"<p>43. In der Serinischen Buchhandlung ist zu haden: Sermon, prononcé e jour de Moél dans lplise de Saint-Germzin sur la né. cesité dune religion nationale, par le pasteur Mouchon. 8. 1794. 20 xr. Stepha- nis einige Predigten in Beziehung auf die gegenwärtigen Zeitumstände. gr. 8. 1793. 40 kr. Privat-Leben des Marschalls von Richelien. ; Bänd. gr. 8. fl. 4. Schmidts Geschichte der Deutschen. 11ter Band. gr. 8. fl. 1. 30 r. Rizhaub kurzer Ahriß der alten Geschichte und Geographie, in lateinischer Surache. gr. 8 fl 1. 48 kr. Liebe und Freundschaft, ein Schauspiel. 8. 36 kr.</p>","1794-01-30","","","50","12"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t13,"<p>Hingegen wirdzukauffenbegehrt:</p>","1794-01-30","1","","50","13"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t14,"<p>1n. Es sucht semand ein Kinder-Betlädlein.</p>","1794-01-30","","","50","14"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t15,"<p>2. Es begehrt jemand etliche noch brauch- bare Böaden zu kaufen, wie auch noch brauchbare Wagen- oder Kutschenrädlein- ein Küchenschaft, ein Brennhafen nebst Kühlsaß, ein Drehstuhl nebst dem dazu gehörigen Werkieug und Geschirr.</p>","1794-01-30","","","50","15"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t16,"<p>3. Wer eine schöne soviel als neue Lald- Mantille zu verkaufen hat, beliebe sich im Berichthaus zu melden; leidet keinen Ver- zug.</p>","1794-01-30","","","50","16"
1508de26-ad73-5c9f-a8b8-e4090f47a9fc/t17,"<p>4. Für eine langlechte Person wird eine Laid-Mantille begehrt; man dörfte sie nur nebst äusserstem Preis ins Berichthaus sen- den.</p>","1794-01-30","","","50","17"
51a94b21-cb81-545a-a6a8-aa357cddd390/t0,"<p>5. Man verlangt eine noch so gut als neue taffete Mantile.</p>","1794-01-30","","","51","0"
51a94b21-cb81-545a-a6a8-aa357cddd390/t1,"<p>6. Es sucht jemand; hochstämmige Nespeln- bäume zu kaufen.</p>","1794-01-30","","","51","1"
51a94b21-cb81-545a-a6a8-aa357cddd390/t2,"<p>7. Es begehrt jemand das Gallmatische Al- lerley zu kaufen.</p>","1794-01-30","","","51","2"
51a94b21-cb81-545a-a6a8-aa357cddd390/t3,"<p>8. Ein wohlconditionirtes sauber abgerieb:- nes Spinnrädlein.</p>","1794-01-30","","","51","3"
51a94b21-cb81-545a-a6a8-aa357cddd390/t4,"<p>Es wird zum Ausleihen offeriert</p>","1794-01-30","1","","51","4"
51a94b21-cb81-545a-a6a8-aa357cddd390/t5,"<p>1. Ein schön heiter Losament zwo Stegen hoch, wie der Augenschein zeigen wird, für eine oder zwo Personen, mit oder ohne Kost; auf Faßnacht zu beziehen.</p>","1794-01-30","","","51","5"
51a94b21-cb81-545a-a6a8-aa357cddd390/t6,"<p>2. In der Steinenvor stadt bey Msr. Jakot Oberlin ist ein Losament zu verleihen.</p>","1794-01-30","","","51","6"
51a94b21-cb81-545a-a6a8-aa357cddd390/t7,"<p>3. In der mindern Stadt an einer ange- nehmen Gegend stehet ein Haus von 5 Stu- ben, 5 Kammern,3 Küchen samt Keller, entweder zu verleihen oder zu verkaufen.</p>","1794-01-30","","","51","7"
51a94b21-cb81-545a-a6a8-aa357cddd390/t8,"<p>4. Gegen dem rothen Acker über in kein Basel ist ein braves Losament auf Faß- nachifronfasten zu beziehen.</p>","1794-01-30","","","51","8"
51a94b21-cb81-545a-a6a8-aa357cddd390/t9,"<p>5. Hundert Louisdor werden auf gute Ver- sicherung offerirt; bey Msir. Niklaus Lang- messer, Metzger an der Udengaß, zu er- fragen.</p>","1794-01-30","","","51","9"
51a94b21-cb81-545a-a6a8-aa357cddd390/t10,"<p>6. Ein Weibersitz bey St. Peter, im 16ter Stuhl des Kanzelroostes, der 4te Sitz.</p>","1794-01-30","","","51","10"
51a94b21-cb81-545a-a6a8-aa357cddd390/t11,"<p>7. In Mitte der Aeschemervorstadt ist ein Lojament von 2 Stuben,3 Kammern, heiterer Küche mit ablaufendem Wasserstein zu verleihen.</p>","1794-01-30","","","51","11"
51a94b21-cb81-545a-a6a8-aa357cddd390/t12,"<p>8. Zwo schöne ausmeublirte Stuben auf ei- nem Boden, samt Bettern, mit oder ohne Kost, an einer angenehmen Gaß; man tann auch nur eine haben.</p>","1794-01-30","","","51","12"
51a94b21-cb81-545a-a6a8-aa357cddd390/t13,"<p>Hingegen wirdzuentlehnen begehrt:</p>","1794-01-30","1","","51","13"
51a94b21-cb81-545a-a6a8-aa357cddd390/t14,"<p>1. Es werden . 21000 Geld gegen Einse- tzung eines grossen Guts für ins Baselge- biet zu; per Cto. begehrt.</p>","1794-01-30","","","51","14"
51a94b21-cb81-545a-a6a8-aa357cddd390/t15,"<p>2. Man sucht ein in Mitte der Stadt, am flebsten in einer heitern aber stillen Gasse, oder gegen der St. Albanvorstadt gelege- nes Losament von einer ordentlichen Wohn- und einer kleinern Stube, geräumiger gu- ten Kammer, Keller- Einschlag und Platz zum Holz, um einen moderaten Zins.</p>","1794-01-30","","","51","15"
51a94b21-cb81-545a-a6a8-aa357cddd390/t17,"<p>3. Ein grosser ganz leerer Keller, wo man 20. bis 3osäumige Faß ohnverlegt hinein- thun kann, wünscht man auf eine gewisse Anzahl Jahre ohnvertrieben gegen bidige- Zins besitzen zu nnen.</p>","1794-01-30","","","51","17"
51a94b21-cb81-545a-a6a8-aa357cddd390/t18,"<p>ost, Jnsormation und Bedienun- gen werden angetragen und begehrt:</p>","1794-01-30","1","","51","18"
51a94b21-cb81-545a-a6a8-aa357cddd390/t19,"<p>1. Johannes Gyfin, Gärtner und ehemali- ger Besitzer von Neu-Schauenburg, thut hiemit E. E. Publikum zu wissen, daß wer ihne zu allerhand von der Gärtnerey abhangenden Geschäften gebrauchen möch- te, man sich dessentwegen an ihne, bey Liechstall vor dem untern Thor wohnhaft, wenden könne; es sey in der Stadt oder auf dem Lande, er wird trachten gegen billige Belohnung alle aufgetragene Ge- schäfte getreulich zu verrichten. Auch kann man bey ihme die meisten Sorten guter Gemüß-Gartensaamen und Setzlinge um billigen Preis finden; auch Margotten von etich und sechzig Sorten schönen Grasblu- men, wovon man bey ihme ein deutliches Register sehen kann.</p>","1794-01-30","","","51","19"
51a94b21-cb81-545a-a6a8-aa357cddd390/t20,"<p>2. In ein hiesiges Handlungs-Comptoir wird ein junger Mensch von ehrlichen Schirms verwandten in die Lehre begehrt, welcher aber nicht von gar kleiner Statur, und der französischen Sprache, auch der vier Rechnungs-Species kundig seyn sollte,</p>","1794-01-30","","","51","20"
51a94b21-cb81-545a-a6a8-aa357cddd390/t21,"<p>3. Ein junger Mensch von Bern, 15 Jahre alt, der deutsch und französisch redt und schreibt, wünscht allhier auf billige Be- dingnisse in einer Handlung in die Lehre zu kommen; könnte auf Ostern eintreten.</p>","1794-01-30","","","51","21"
51a94b21-cb81-545a-a6a8-aa357cddd390/t22,"<p>4. Ein junger Mensch aus dem Bernerge- biet, der gut deutsch und französisch spricht, auch gut mit Pferden umgehen kann, sucht als Kutscher oder Bedienter unterzukom- wen; nürde sich zu alem willig gebran- chen lassen, und billige Bedingnisse ma- chen; könnte gleich eintreten.</p>","1794-01-30","","","51","22"
df52d919-db19-5131-b5fd-5ff3c46b0949/t1,"<p>5. Einen jungen Mensch aus Schaffhausen, der die französische Sprache besitzt, auch sonsten eine gute Auferziehung genossen, und sich wirklich mit seinem Hrn. Vater hier besfindet, wünscht man in eine hiesige Handlung in die Lehre zu placiren.</p>","1794-01-30","","","52","1"
df52d919-db19-5131-b5fd-5ff3c46b0949/t2,"<p>6. Ein junger Mensch aus dem Elsaß, 18 Jahre alt, wünscht als Knecht in einen Dienst zu kommen; er kann wohl mit Pfer- den umgehen.</p>","1794-01-30","","","52","2"
df52d919-db19-5131-b5fd-5ff3c46b0949/t3,"<p>.Man wünscht einen auswärtigen jungen Menschen von 15 bis 16 Jahren von sehr guter Familte, und der auch eine sehr gute Erziehung genossen hat, in einem hiesigen Handlungshaus in die Lehre unterzubrin- gen; man würde sich jede bilige Beding- nisse gefallen lassen.</p>","1794-01-30","","","52","3"
df52d919-db19-5131-b5fd-5ff3c46b0949/t4,"<p>8. Ein Mensch von 25 à 26 Jahren, der seine Lehrzeit in einer Derail-Handlung in der Schweiz vafftrt hat, und hernach im Französischen als Handlungs-Bedienter in einer Strumpf- und Tuchfabrigue einige Jahre gestanden, wünscht als Aufseher in eine Fabrigue, oder in einen Laden, oder fonst in ein Handlungshaus unterzukom- men; man könnte sich gänzlich auf seine Treue und gute Aufführung verlassen.</p>","1794-01-30","","","52","4"
df52d919-db19-5131-b5fd-5ff3c46b0949/t5,"<p>9. Ein junger Mensch von hiesigen Schirms- verwandten, der allhier seine Lehrzeit ge- treu vollendet, und deßhalben gute Zeug- nisse hat, wünscht in eine hiesige oder aus- wärtige Handlung placirt zu werden; er würde sich in Ansehung seines Salariums so billig als möglich finden lassen.</p>","1794-01-30","","","52","5"
df52d919-db19-5131-b5fd-5ff3c46b0949/t6,"<p>10. Eine Jungfer von Murten, die deutsch und französisch svricht, gut nähen, stricken, spinnen und kochen kann, sucht als Kinds- magd oder sonst unterzukommen.</p>","1794-01-30","","","52","6"
df52d919-db19-5131-b5fd-5ff3c46b0949/t7,"<p>11. Eine Schirmsverwandtentochter wünsch auf den Monat Februar oder März als, Säugamme oder Vorgängerin unterzukom- men.</p>","1794-01-30","","","52","7"
df52d919-db19-5131-b5fd-5ff3c46b0949/t8,"<p>32. Man verlangt in eine hiesitge Fabrigue einen jungen Menschen, der gut lesen und schreiben, auch eiwas rechnen kann, und wegen seiner Treue und guten Aufführung hinlängliche Bürgschaft oder wenigstens recht gute Zeugnisse hat.</p>","1794-01-30","","","52","8"
